,UNITID,INSTNM,IALIAS,ADDR,CITY,STABBR,ZIP,FIPS,OBEREG,CHFNM,CHFTITLE,GENTELE,EIN,DUNS,OPEID,OPEFLAG,WEBADDR,ADMINURL,FAIDURL,APPLURL,NPRICURL,VETURL,ATHURL,DISAURL,SECTOR,ICLEVEL,CONTROL,HLOFFER,UGOFFER,GROFFER,HDEGOFR1,DEGGRANT,HBCU,HOSPITAL,MEDICAL,TRIBAL,LOCALE,OPENPUBL,ACT,NEWID,DEATHYR,CLOSEDAT,CYACTIVE,POSTSEC,PSEFLAG,PSET4FLG,RPTMTH,INSTCAT,C18BASIC,C18IPUG,C18IPGRD,C18UGPRF,C18ENPRF,C18SZSET,C15BASIC,CCBASIC,CARNEGIE,LANDGRNT,INSTSIZE,F1SYSTYP,F1SYSNAM,F1SYSCOD,CBSA,CBSATYPE,CSA,NECTA,COUNTYCD,COUNTYNM,CNGDSTCD,LONGITUD,LATITUDE,DFRCGID,DFRCUSCG,EFBAGE,LINE,LSTUDY,EFAGE01,EFAGE02,EFAGE03,EFAGE04,EFAGE05,EFAGE06,EFAGE07,EFAGE08,EFAGE09
1901,231581,Bridgewater College,BC|Bridgewater,402 E College St,Bridgewater,VA,22812-1599,51,5,David W. Bushman,President,5408288000,540506306,66003070,370400,1,https://www.bridgewater.edu/,https://www.bridgewater.edu/admissions-aid/,https://www.bridgewater.edu/admissions-aid/tuition-and-financial-aid/financial-aid/,https://www.bridgewater.edu/admissions-aid/apply/,https://webapps.bridgewater.edu/netprice/home,https://www.bridgewater.edu/legal/consumer-information/veterans-and-military-service-members-information/, ,https://www.bridgewater.edu/life-at-bridgewater/services-for-students/disability-services/,2,1,2,7,1,1,20,1,2,2,2,2,23,1,A,-2,-2,-2,1,1,1,1,1,2,21,12,0,12,3,11,21,21,31,2,2,2,-2,-2,25500,1,277,-2,51165,Rockingham County,5106,-78.969007,38.378484,131,1,1,412,1,719,861,6,11,1580,17,725,872,1597
1902,231624,William & Mary,William & Mary,200 Richmond Road,Williamsburg,VA,23187-8795,51,5,Katherine A. Rowe,President,7572214000,546001718,74762238,370500,1,https://www.wm.edu/,https://www.wm.edu/admission/,https://www.wm.edu/financialaid/,https://www.wm.edu/admission/,https://npc.collegeboard.org/app/wm,https://www.wm.edu/offices/registrar/studentsandalumni/militaryandveterans/vabenefits/index.php,https://web3.ncaa.org/aprsearch/gsrsearch,https://www.wm.edu/offices/deanofstudents/services/studentaccessibilityservices/students/index.php,1,1,1,9,1,1,11,1,2,2,2,2,23,1,A,-2,-2,-2,1,1,1,1,1,2,16,10,15,14,4,14,16,16,16,2,3,2,-2,-2,47260,1,545,-2,51830,Williamsburg City,5102,-76.708214,37.269489,99,1,1,412,1,3329,4502,510,598,7831,1108,3839,5100,8939
1903,231697,Central Virginia Community College, ,3506 Wards Rd,Lynchburg,VA,24502-2498,51,5,John Capps,President,4348327600,541268278,40151235,498800,1,www.centralvirginia.edu/,centralvirginia.edu/Start-Here,centralvirginia.edu/Paying-for-College,www.apply.vccs.edu/applications/vccs/apply.html?application_id=4081,https://www.vawizard.org/wizard/npc,centralvirginia.edu/Student-Support/Veterans, ,centralvirginia.edu/Student-Support/Student-Accessibility-Services,4,2,1,4,1,2,40,1,2,-2,2,2,13,1,A,-2,-2,-2,1,1,1,1,1,4,3,1,0,1,1,3,3,2,40,2,2,1,Virginia Community College System                                               ,151030,31340,1,-2,-2,51680,Lynchburg City,5106,-79.184238,37.358809,70,2,1,412,1,461,682,957,1270,1143,2227,1418,1952,3370
1904,231712,Christopher Newport University,CNU,1 Avenue of the Arts,Newport News,VA,23606-3072,51,5,"Paul S. Trible, Jr.",President,7575947000,540701501,879330801,370600,1,cnu.edu/,cnu.edu/admission/,cnu.edu/financialaid/,cnu.edu/admission/freshman/howtoapply/,cnu.edu/financialaid/calculator/npcalc.htm,cnu.edu/veteransaffairs/, ,cnu.edu/life/disability/,1,1,1,7,1,1,20,1,2,2,2,2,12,1,A,-2,-2,-2,1,1,1,1,1,2,20,6,6,12,3,14,20,20,31,2,2,2,-2,-2,47260,1,545,-2,51700,Newport News City,5103,-76.494364,37.062495,124,1,1,412,1,2111,2628,69,60,4739,129,2180,2688,4868
1905,231785,Bryant & Stratton College-Virginia Beach, ,301 Centre Pointe Dr,Virginia Beach,VA,23462,51,5,Jeff Thorud,Campus Director,7574997900,160364420,166092163|077928638,267811,1,https://www.bryantstratton.edu/,https://www.bryantstratton.edu/Admissions,https://www.bryantstratton.edu/Financial-Aid,https://www.bryantstratton.edu/utilities/applynew,https://www.bryantstratton.edu/financial-aid/net-price-calculator,https://www.bryantstratton.edu/admissions/military,https://www.bryantstratton.edu/degrees/student-right-to-know,https://catalog.bryantstratton.edu/content.php?catoid=4&navoid=108#accommodations-for-students-with-disabilities,3,1,3,5,1,2,30,1,2,2,2,2,11,1,A,-2,-2,-2,1,1,1,1,1,3,23,5,0,7,2,6,23,23,40,2,2,1,Bryant & Stratton College                                                       ,300650,47260,1,545,-2,51810,Virginia Beach City,5102,-76.13819,36.827826,197,2,1,412,1,224,701,59,531,925,590,283,1232,1515
1906,231873,Dabney S Lancaster Community College,DSLCC,1000 Dabney Drive,Clifton Forge,VA,24422-1000,51,5,Dr. John Rainone,President,5408632800,541268274,74765843,499600,1,www.dslcc.edu/,https://www.dslcc.edu/student-support,https://www.dslcc.edu/pay,https://www.apply.vccs.edu/applications/VCCS/logon.asp?nextpage=/applications/VCCS/VCCS1.asp?application_id=4082,https://www.vawizard.org/wizard/npc,https://www.dslcc.edu/veteran-services, ,https://www.dslcc.edu/sites/default/files/assets/files/PDFs/Disability for Web Access.pdf,4,2,1,3,1,2,40,1,2,-2,2,2,41,1,A,-2,-2,-2,1,1,1,1,1,4,3,1,0,1,1,2,3,1,40,2,2,1,Virginia Community College System                                               ,151030,-2,-2,-2,-2,51005,Alleghany County,5109,-79.852536,37.812275,71,2,1,412,1,138,225,312,400,363,712,450,625,1075
1907,231882,Danville Community College, ,1008 S Main St,Danville,VA,24541-4004,51,5,Dr. Jacqueline Gill Powell,President,4347972222,541268258,958904559,375800,1,https://www.danville.edu/,https://www.danville.edu/admissions-aid,https://www.danville.edu/financial-aid,https://www.apply.vccs.edu/applications/vccs/apply.html?application_id=4083,https://www.danville.edu/fees-and-expenses,https://www.danville.edu/dcc-office-veterans-affairs, ,https://www.danville.edu/accessibility-services,4,2,1,4,1,2,40,1,2,-2,2,2,32,1,A,-2,-2,-2,1,1,1,1,1,4,6,2,0,1,1,2,6,2,40,2,2,1,Virginia Community College System                                               ,151030,19260,2,-2,-2,51590,Danville City,5105,-79.408803,36.565286,80,2,1,412,1,429,474,580,928,903,1508,1009,1402,2411
1908,231970,Eastern Virginia Medical School, ,700w. Olney,Norfolk,VA,23507,51,5,Dr. Richard Homan,President,7574468422,546055378,58625146,1033800,1,www.evms.edu/,www.evms.edu/education/admissions,www.evms.edu/education/financial_aid,https://www.evms.edu/education/admissions/, ,www.evms.edu/education/medical_programs/doctor_of_medicine/application_process/veterans_i-served_program/, ,www.evms.edu/education/resources/disability_guide_for_students/,1,1,1,9,2,1,11,1,2,2,1,2,12,1,A,-2,-2,-2,1,1,1,1,1,1,25,0,13,0,7,18,25,25,52,2,2,2,-2,-2,47260,1,545,-2,51710,Norfolk City,5103,-76.300694,36.861232,152,2,1,412,1,460,713,28,88,1173,116,488,801,1289
1909,232025,Emory & Henry College, ,30461 Garnand Drive,Emory,VA,24327-0947,51,5,John W. Wells,President,2769444121,540505892,74901984,370900,1,www.ehc.edu/,www.ehc.edu/admission,www.ehc.edu/admission/cost-financial-aid,https://www.ehc.edu/admission/apply-now/,www.ehc.edu/financial-aid/cost-calculator/, , ,www.ehc.edu/powell-resource-center/disability-support-services/,2,1,2,9,1,1,13,1,2,2,2,2,41,1,A,-2,-2,-2,1,1,1,1,1,2,21,10,9,12,4,11,21,21,31,2,2,2,-2,-2,28700,1,304,-2,51191,Washington County,5109,-81.829142,36.772857,132,1,1,412,1,510,668,27,25,1178,52,537,693,1230
1910,232043,Eastern Mennonite University,Eastern mennonite univ  EMU university  EMU college  EMU  Eastern mennonite  Eastern mennonite college  EMC   Eastern mennonite seminary  Eastern menonite,1200 Park Rd,Harrisonburg,VA,22802-2462,51,5,Susan Schultz Huxman,President,5404324000,540575812,66012956,370800,1,https://emu.edu/,https://emu.edu/admissions/,https://emu.edu/financial-aid/,https://emu.edu/admissions/apply/,https://emu.edu/financial-aid/estimator, , ,https://emu.edu/academics/access/,2,1,2,9,1,1,13,1,2,2,2,2,13,1,A,-2,-2,-2,1,1,1,1,1,2,19,16,11,13,4,11,20,21,31,2,2,2,-2,-2,25500,1,277,-2,51660,Harrisonburg City,5106,-78.880326,38.471134,122,1,1,412,1,357,558,107,372,915,479,464,930,1394
1911,232186,George Mason University,Mason,4400 University Dr,Fairfax,VA,22030-4444,51,5,Gregory Washington,President,7039931000,540836354,77817450,374900,1,https://www2.gmu.edu/,https://www2.gmu.edu/admissions-aid,https://www2.gmu.edu/admissions-aid/financial-aid,https://www2.gmu.edu/admissions-aid/apply-now,https://gmu.studentaidcalculator.com/survey.aspx,https://registrar.gmu.edu/students/certifications/veterans/,https://oiep.gmu.edu/wp-content/uploads/2020/08/Student_Athlete_-Federal_Graduation-Rate_Report_2012.pdf,ds.gmu.edu/,1,1,1,9,1,1,11,1,2,2,2,2,21,1,A,-2,-2,-2,1,1,1,1,1,2,15,14,15,15,4,16,15,16,16,2,5,2,-2,-2,47900,1,548,-2,51059,Fairfax County,5111,-77.307428,38.829976,94,1,1,412,1,12703,13328,5636,6874,26031,12510,18339,20202,38541
1912,232195,Germanna Community College, ,2130 Germanna Hwy,Locust Grove,VA,22508-2102,51,5,Janet Gullickson,President,5404239030,541268292,52873770,866000,1,www.germanna.edu/,www.germanna.edu/admissions/,www.germanna.edu/financial-aid/,https://apply.vccs.edu/oa/launch.action,www.germanna.edu/paying-for-college/,www.germanna.edu/business-office/tuition-and-fees/, ,www.germanna.edu/disability-services/,4,2,1,3,1,2,40,1,2,-2,2,2,41,1,A,-2,-2,-2,1,1,1,1,1,4,2,1,0,1,1,3,2,2,40,2,3,1,Virginia Community College System                                               ,151030,-2,-2,-2,-2,51137,Orange County,5107,-77.78012,38.375532,67,1,1,412,1,935,1394,1887,3463,2329,5350,2822,4857,7679
1913,232256,Hampden-Sydney College,"HSC, Hampden-Sydney, H-SC",College Road,Hampden-Sydney,VA,23943-0128,51,5,Dr. Larry Stimpert,President,4342236000,540505906,74757352,371300,1,www.hsc.edu/,www.hsc.edu/admissions-and-financial-aid,www.hsc.edu/admissions-and-financial-aid/financial-aid,www.hsc.edu/admissions-and-financial-aid/apply,https://npc.collegeboard.org/student/app/hsc, , ,www.hsc.edu/academics/academic-services/academic-success/disability-policy,2,1,2,5,1,2,30,1,2,2,2,2,42,1,A,-2,-2,-2,1,1,1,1,1,2,21,9,0,12,2,11,21,21,31,2,1,2,-2,-2,-2,-2,-2,-2,51147,Prince Edward County,5105,-78.464216,37.240615,133,1,1,412,1,872,4,5,0,876,5,877,4,881
1914,232414,J Sargeant Reynolds Community College,Reynolds Community College,1651 East Parham Road,Richmond,VA,23228-2327,51,5,Dr. Paula Pando,President,8043713000,541268266,75269159,375900,1,www.reynolds.edu/,www.reynolds.edu/register_for_classes/steps_to_register/default.aspx,www.reynolds.edu/pay_for_college/financial_aid/default.aspx,https://apply.vccs.edu/oa/launch.action,https://www.vawizard.org/wizard/financing-college,www.reynolds.edu/student_services/veterans/default.aspx, ,www.reynolds.edu/student_services/accommodations/default.aspx,4,2,1,3,1,2,40,1,2,-2,2,2,21,1,A,-2,-2,-2,1,1,1,1,1,4,5,1,0,1,1,3,5,7,40,2,3,1,Virginia Community College System                                               ,151030,40060,1,-2,-2,51087,Henrico County,5107,-77.473918,37.636837,76,1,1,412,1,1040,1436,1913,3370,2476,5283,2953,4806,7759
1915,232450,John Tyler Community College, ,13101 Jefferson Davis Hwy,Chester,VA,23831-5316,51,5,Dr. Edward E. Raspiller,President,8047964000,541268277,120738307,400400,1,https://jtcc.edu/,https://jtcc.edu/admissions/admissions-and-records-office/,https://jtcc.edu/pay-for-tyler/financial-aid/,https://www.jtcc.edu/apply,https://www.vawizard.org/wizard/npc,https://jtcc.edu/veterans/military-veterans-educational-benefits/, ,https://www.jtcc.edu/services/disabilities-support-services/,4,2,1,3,1,2,40,1,2,-2,2,2,21,1,A,-2,-2,-2,1,1,1,1,1,4,3,1,0,1,1,4,2,5,40,2,3,1,Virginia Community College System                                               ,151030,40060,1,-2,-2,51041,Chesterfield County,5104,-77.407919,37.346254,70,1,1,412,1,915,1258,2999,4268,2173,7267,3914,5526,9440
1916,232557,Liberty University, ,1971 University Blvd,Lynchburg,VA,24515,51,5,"Jerry L. Falwell, Jr.",President,4345822000,540946734,66001074,2053000,1,www.liberty.edu/,www.liberty.edu/admissions,www.liberty.edu/financialaid,www.liberty.edu/apply,www.liberty.edu/npc/1920/userInfo?fn=null&ln=null&ad=null&ci=null&st=null&zc=null&ph=null&em=null&s=null&l=null,www.liberty.edu/index.cfm?PID=32059,www.liberty.edu/financeadmin/financialaid/index.cfm?PID=21792,www.liberty.edu/academics/casas/?PID=12863,2,1,2,9,1,1,11,1,2,2,1,2,13,1,A,-2,-2,-2,1,1,1,1,1,2,17,13,18,5,5,15,17,18,21,2,5,2,-2,-2,31340,1,-2,-2,51680,Lynchburg City,5106,-79.18222,37.350232,102,1,1,412,1,21422,31548,17018,23361,52970,40379,38440,54909,93349
1917,232566,Longwood University, ,201 High St,Farmville,VA,23909,51,5,"W. Taylor Reveley, IV",President,4343952000,546001788,167922525,371900,1,www.longwood.edu/,www.longwood.edu/admissions/,www.longwood.edu/financialaid/,www.longwood.edu/apply/,www.longwood.edu/financialaid/net-price-calculator/,www.longwood.edu/militaryandveteran/,web3.ncaa.org/aprsearch/public_reports/inst2019/363.pdf?v=1599161396925,www.longwood.edu/disability/,1,1,1,8,1,1,20,1,2,2,2,2,33,1,A,-2,-2,-2,1,1,1,1,1,2,19,13,6,12,3,14,19,19,21,2,2,2,-2,-2,-2,-2,-2,-2,51147,Prince Edward County,5105,-78.39575,37.301137,117,1,1,412,1,1067,2483,361,930,3550,1291,1428,3413,4841
1918,232575,Lord Fairfax Community College, ,173 Skirmisher Lane,Middletown,VA,22645,51,5,Kimberly Blosser,President,8009065322,541268293,52333663,865900,1,https://www.lfcc.edu/,https://lfcc.edu/current-students/admissions/,https://lfcc.edu/financial-aid/,https://www.apply.vccs.edu/applications/vccs/apply.html?application_id=4087,https://www.vawizard.org/vccs/FinAidCostCompare.action, , ,https://www.lfcc.edu/current-students/services-for-students/counseling-advising-and-career-services/disability-services/,4,2,1,3,1,2,40,1,2,-2,2,2,41,1,A,-2,-2,-2,1,1,1,1,1,4,3,1,0,1,1,3,2,3,40,2,3,1,Virginia Community College System                                               ,151030,49020,1,548,-2,51069,Frederick County,5110,-78.267336,39.036001,70,1,1,412,1,777,1112,1544,2904,1889,4448,2321,4016,6337
1919,232609,University of Lynchburg,Lynchburg,1501 Lakeside Dr,Lynchburg,VA,24501-3113,51,5,Alison Morrison-Shetlar,President,4345448100,540505922,74755265,372000,1,www.lynchburg.edu/,www.lynchburg.edu/admission/,www.lynchburg.edu/admission/financial-aid,admissions.lynchburg.edu/apply/,https://tcc.ruffalonl.com/Lynchburg College/Freshmen Students,www.lynchburg.edu/academics/registrar/veterans/, ,www.lynchburg.edu/academics/disability-services/,2,1,2,9,1,1,11,1,2,2,2,2,13,1,A,-2,-2,-2,1,1,1,1,1,2,19,13,13,12,4,11,19,20,21,2,2,2,-2,-2,31340,1,-2,-2,51680,Lynchburg City,5106,-79.181653,37.399774,119,1,1,412,1,858,1375,175,284,2233,459,1033,1659,2692
1920,232672,Mary Baldwin University,MBU,318 Prospect Street,Staunton,VA,24401,51,5,Pamela Fox,President,5408877019,540506319,66029117,372300,1,https://www.marybaldwin.edu/,https://marybaldwin.edu/admissions/,https://marybaldwin.edu/financial-aid/,https://go.marybaldwin.edu/admissions/action/,https://marybaldwin.edu/financial-aid/net-price-calculator/,https://go.marybaldwin.edu/financial_aid/veterans-benefits/,marybaldwinathletics.com/landing/index,https://go.marybaldwin.edu/learning-skills/swd/,2,1,2,9,1,1,13,1,2,2,2,2,13,1,A,-2,-2,-2,1,1,1,1,1,2,17,10,8,7,5,10,19,20,22,2,2,2,-2,-2,44420,1,277,-2,51790,Staunton City,5106,-79.069273,38.153884,104,2,1,412,1,321,1220,91,478,1541,569,412,1698,2110
1921,232706,Marymount University, ,2807 N Glebe Rd,Arlington,VA,22207-4299,51,5,"Irma Becerra, Ph.D.",President,7035225600,540573801,40554214,372400,1,https://www.marymount.edu/,https://www.marymount.edu/Admissions/Welcome,https://www.marymount.edu/Admissions/Financial-Aid,https://www.marymount.edu/Admissions/Welcome,https://marymount.studentaidcalculator.com/survey.aspx, , ,https://www.marymount.edu/Academics/Services-Resources/Student-Access-Services,2,1,2,9,1,1,11,1,2,2,2,2,12,1,A,-2,-2,-2,1,1,1,1,1,2,18,16,8,13,5,10,18,18,21,2,2,2,-2,-2,47900,1,548,-2,51013,Arlington County,5108,-77.128785,38.905562,113,1,1,412,1,841,1713,257,483,2554,740,1098,2196,3294
1922,232788,Mountain Empire Community College,"MECC, Mountain Empire",3441 Mountain Empire Road,Big Stone Gap,VA,24219,51,5,Kristen Westover,President,2765232400,541268294,71528384,962900,1,www.mecc.edu/,www.mecc.edu/step1/,www.mecc.edu/students/paying-for-college/financial-aid/,https://apply.vccs.edu/applications/VCCS/apply.html?application_id=4088,https://www.vawizard.org/wizard/financing-college,www.mecc.edu/veterans/, ,www.mecc.edu/disabilityservices/,4,2,1,3,1,2,40,1,2,-2,2,2,32,1,A,-2,-2,-2,1,1,1,1,1,4,6,2,0,1,1,2,5,2,40,2,2,1,Virginia Community College System                                               ,151030,13720,2,-2,-2,51195,Wise County,5109,-82.758277,36.854421,80,1,1,412,1,364,646,459,784,1010,1243,823,1430,2253
1923,232867,New River Community College,NRCC,5251 College Drive,Dublin,VA,24084-3660,51,5,Patricia B Huber,President,5406743600,541268256,77946358,522300,1,www.nr.edu/,www.nr.edu/admissions/,www.nr.edu/fa/,https://apply.vccs.edu/oa/launch.action,https://www.vawizard.org/wizard/npc,www.nr.edu/veterans/benefits.php, ,https://www.nr.edu/cds/,4,2,1,4,1,2,40,1,2,-2,2,2,31,1,A,-2,-2,-2,1,1,1,1,1,4,3,2,0,1,1,3,3,2,40,2,2,1,Virginia Community College System                                               ,151030,13980,1,-2,-2,51155,Pulaski County,5109,-80.69605,37.105239,70,2,1,412,1,753,787,1278,1319,1540,2597,2031,2106,4137
1924,232885,Sentara College of Health Sciences,Sentara College,"1441 Crossways Blvd, Suite 105",Chesapeake,VA,23320,51,5,Angela Taylor,President,7573882900,541547408,964617281,3106500,1,www.sentara.edu/,https://www.sentara.edu/admissions-aid,https://www.sentara.edu/admissions-aid/applying-federal-aid,https://www.sentara.edu/admissions-aid/apply-now, , , ,https://www.sentara.edu/current-student-success,2,1,2,7,1,1,20,1,2,2,2,2,21,1,A,-2,-2,-2,1,1,1,1,1,2,26,18,0,5,2,6,26,-2,-2,2,1,2,-2,-2,47260,1,545,-2,51550,Chesapeake City,5103,-76.243308,36.777043,156,1,1,412,1,25,250,3,63,275,66,28,313,341
1925,232946,Northern Virginia Community College, ,4001 Wakefield Chapel Rd,Annandale,VA,22003-3796,51,5,"Anne M. Kress, Ph.D.",President,7033233000,541268263,98698830,372700,1,https://www.nvcc.edu/, , , ,https://www.vawizard.org/wizard/npc,https://www.nvcc.edu/tuition/, ,https://www.nvcc.edu/disability-services/,4,2,1,3,1,2,40,1,2,-2,2,2,21,1,A,-2,-2,-2,1,1,1,1,1,4,2,1,0,1,1,5,2,5,40,2,5,1,Virginia Community College System                                               ,151030,47900,1,548,-2,51059,Fairfax County,5111,-77.236718,38.833361,66,1,1,412,1,7805,7746,16734,20588,15551,37322,24539,28334,52873
1926,232982,Old Dominion University,"ODU, Old Dominion",5115 Hampton Blvd,Norfolk,VA,23529,51,5,John R. Broderick,President,7576833000,546000884,41448465,372800,1,www.odu.edu/,www.odu.edu/admission,www.odu.edu/finaidoffice,www.odu.edu/admission/apply,www.odu.edu/tuition-aid/financial-aid/net-price-calculator,https://www.odu.edu/admission/costs-tuition/tuition/billing/payment-options/information-for-military,https://www.odu.edu/about/compliance/transparency/schev-profile#.VdUJ8FNVikp,https://www.odu.edu/educationalaccessibility,1,1,1,9,1,1,11,1,2,2,2,2,12,1,A,-2,-2,-2,1,1,1,1,1,2,16,14,15,9,4,15,16,16,15,2,5,2,-2,-2,47260,1,545,-2,51710,Norfolk City,5103,-76.30666,36.886418,97,1,1,412,1,7009,9396,3475,4406,16405,7881,10484,13802,24286
1927,233019,Patrick Henry Community College,Patrick Henry CC PHCC PH,645 Patriot Avenue,Martinsville,VA,24112,51,5,Angeline Godwin,President,2766560200,541268271,94425337,375100,1,www.patrickhenry.edu/,www.patrickhenry.edu/current/admissions,www.patrickhenry.edu/future/futurefinances/financial-aid,apply.vccs.edu/oa/launch.action,https://www.vawizard.org/vccs/FinAid.action,www.ph.vccs.edu/aboutph/srvcsabout/tuition-a-fees, ,www.patrickhenry.edu/current/student-services/disability-services,4,2,1,3,1,2,40,1,2,-2,2,2,41,1,A,-2,-2,-2,1,1,1,1,1,4,2,1,0,2,1,2,3,2,40,2,2,1,Virginia Community College System                                               ,151030,32300,2,-2,-2,51089,Henry County,5109,-79.871133,36.737893,69,2,1,412,1,447,579,394,630,1026,1024,841,1209,2050
1928,233037,Paul D Camp Community College, ,100 N College Dr,Franklin,VA,23851,51,5,Corey McCray,President,7575696700,541268245,38544359,915900,1,www.pdc.edu/,www.pdc.edu/attend/signing-up-for-classes/how-to-become-a-student/,www.pdc.edu/financial-aid/,www.pdc.edu/attend/signing-up-for-classes/how-to-become-a-student/,https://www.pdc.edu/attend/paying-for-college/net-price-calculator/,www.pdc.edu/attend/paying-for-college/tuition-and-fees/, ,https://www.pdc.edu/servicesandresources/resources-and-services-for-students/academic-support/disability-services/,4,2,1,3,1,2,40,1,2,-2,2,2,32,1,A,-2,-2,-2,1,1,1,1,1,4,3,2,0,1,1,2,3,1,40,2,2,1,Virginia Community College System                                               ,151030,47260,1,545,-2,51620,Franklin City,5103,-76.93757,36.674527,71,1,1,412,1,147,189,269,632,336,901,416,821,1237
1929,233116,Piedmont Virginia Community College,PVCC,501 College Drive,Charlottesville,VA,22902-7589,51,5,Frank Friedman,President,4349773900,541268264,66027822,992800,1,www.pvcc.edu/,www.pvcc.edu/admissions/steps-to-enrollment,www.pvcc.edu/pay-for-pvcc/financial-aid,https://www.apply.vccs.edu/applications/vccs/apply.html?application_id=4092,https://www.vawizard.org/wizard/npc,www.pvcc.edu/student-services/veteran-dependent-or-active-duty-military, ,www.pvcc.edu/student-services/disability-services,4,2,1,3,1,2,40,1,2,-2,2,2,23,1,A,-2,-2,-2,1,1,1,1,1,4,3,1,0,1,1,3,3,2,40,2,2,1,Virginia Community College System                                               ,151030,16820,1,-2,-2,51003,Albemarle County,5105,-78.483707,38.006895,70,2,1,412,1,545,688,1392,2239,1233,3631,1937,2927,4864
1930,233277,Radford University, ,801 East Main St.,Radford,VA,24142,51,5,Brian O. Hemphill,President,5408315000,546001789,933730459|159697002,373200,1,https://www.radford.edu/,https://www.radford.edu/content/admissions/home.html,https://www.radford.edu/content/financial-aid/home.html,https://www.radford.edu/apply,https://npc.collegeboard.org/student/app/radford,https://www.radford.edu/content/registrar/home/veterans-information.html,https://www.ncaa.org/about/resources/research/graduation-rates,https://www.radford.edu/content/cas/home.html,1,1,1,9,1,1,11,1,2,2,2,2,23,1,A,-2,-2,-2,1,1,1,1,1,2,18,13,6,13,3,13,18,18,21,2,4,2,-2,-2,13980,1,-2,-2,51750,Radford City,5109,-80.549728,37.136907,107,1,1,412,1,2752,4746,508,2689,7498,3197,3260,7435,10695
1931,233295,Randolph-Macon College,Randolph-Macon,204 Henry St,Ashland,VA,23005-5505,51,5,Robert R. Lindgren,President,8047527200,540505940,41284951,373300,1,www.rmc.edu/,www.rmc.edu/prospective-students/for-incoming-freshmen,www.rmc.edu/prospective-students/paying-for-college/scholarships-and-aid,www.rmc.edu/prospective-students/apply,https://www.rmc.edu/prospective-students/paying-for-college/net-price-calculator,https://www.rmc.edu/offices/registrar/veterans'-benefits, ,www.rmc.edu/academics/academic-support/disability-services,2,1,2,5,1,2,30,1,2,2,2,2,21,1,A,-2,-2,-2,1,1,1,1,1,2,21,9,0,12,2,11,21,21,31,2,2,2,-2,-2,40060,1,-2,-2,51085,Hanover County,5101,-77.478416,37.76043,131,1,1,412,1,684,847,18,5,1531,23,702,852,1554
1932,233310,Rappahannock Community College,RCC,12745 College Drive,Glenns,VA,23149-2616,51,5,Shannon Kennedy,President,8047586700,541268257,961011236,916000,1,www.rappahannock.edu/, , , ,www.rappahannock.edu/admissions/financial-aid,www.rappahannock.edu/admissions/financial-aid, ,www.rappahannock.edu/academics/counseling-services,4,2,1,3,1,2,40,1,2,-2,2,2,42,1,A,-2,-2,-2,1,1,1,1,1,4,3,1,0,1,1,2,3,5,40,2,2,1,Virginia Community College System                                               ,151030,47260,1,545,-2,51073,Gloucester County,5101,-76.623913,37.564425,71,1,1,412,1,224,423,655,1327,647,1982,879,1750,2629
1933,233356,Bon Secours Memorial College of Nursing, ,8550 Magellan Parkway Suite 1100,Richmond,VA,23227-1149,51,5,Melanie Green,Vice President and Provost,8046275300,541744931,77927077,1004300,1,www.bsmcon.edu/,www.bsmcon.edu/admissions,www.bsmcon.edu/financial-aid,https://www.bsmcon.edu/index.php/apply-now,www.bsmcon.edu/net-price-calculator,https://www.bsmcon.edu/index.php/policies, ,bsmcon.edu/,2,1,2,5,1,2,30,1,2,2,2,2,21,1,A,-2,-2,-2,1,1,1,1,1,2,26,18,0,5,2,6,26,-2,-2,2,1,1,Bon Secours Mercy Health                                                        ,200230,40060,1,-2,-2,51087,Henrico County,5107,-77.433569,37.646698,156,1,1,412,1,27,338,4,87,365,91,31,425,456
1934,233426,Roanoke College, ,221 College Lane,Salem,VA,24153-3794,51,5,Michael C. Maxey,President,5403752500,540505945,42196998,373600,1,https://www.roanoke.edu/,https://www.roanoke.edu/admissions,https://www.roanoke.edu/finaid,https://www.roanoke.edu/apply,https://admapp.roanoke.edu/netcalc,https://www.roanoke.edu/inside/a-z_index/registrar/policies_information_and_forms/veterans_benefits, ,https://www.roanoke.edu/inside/a-z_index/center_for_learning_and_teaching/accessible_education_services,2,1,2,5,1,2,30,1,2,2,2,2,22,1,A,-2,-2,-2,1,1,1,1,1,2,21,9,0,12,2,11,21,21,31,2,2,2,-2,-2,40220,1,-2,-2,51775,Salem City,5109,-80.055467,37.294861,130,1,1,412,1,817,1066,16,21,1883,37,833,1087,1920
1935,233541,Shenandoah University,SU,1460 University Dr,Winchester,VA,22601-5195,51,5,"Tracy Fitzsimmons, PhD",President,5406654500,540525605,74920299,373700,1,www.su.edu/,www.su.edu/admissions/,www.financial-aid.su.edu/,www.su.edu/future-freshmen/,https://www.su.edu/financial-aid/net-cost-calculator/,www.su.edu/?s=tuition+veterans, ,www.su.edu/learning-support/the-office-of-learning-resources-and-services/disability-services/,2,1,2,9,1,1,11,1,2,2,2,2,13,1,A,-2,-2,-2,1,1,1,1,1,2,17,13,18,13,5,14,17,18,21,2,2,2,-2,-2,49020,1,548,-2,51840,Winchester City,5110,-78.157433,39.167355,103,1,1,412,1,1076,1944,315,839,3020,1154,1391,2783,4174
