,UNIQUEID,NAME,ADDRESS,CITY,STATE,ZIP,ZIP4,TELEPHONE,TYPE,STATUS,POPULATION,COUNTY,COUNTYFIPS,COUNTRY,NAICS_CODE,NAICS_DESC,SOURCE,SOURCEDATE,VAL_METHOD,VAL_DATE,WEBSITE,TOT_ENROLL,TOT_EMP,SHELTERID,preprocessed_name,centroid_x_epsg_102005,centroid_y_epsg_102005,centroid_long,centroid_lat,geometry,State,OPE ID,IPED ID,School Name,Institution Type,# of Nat'l AP Partners,# of Partners,Civic Holiday,MSI,NSLVE,"NSLVE
2014",2016 NSLVE Report,2018 NSLVE Reports,2016 Action Plan,2018 Action Plan,2020 Action Plan,Campus Contact,City,Longitude,Latitude,Pell Grant %,BIPOC %,American Indian or Alaskan Native,Asian,Black or African American,Hispanic or Latinx,NHPI,Two or more Races,SLSV Coalition,ALL IN,AGF,Ask Every Student,Campus Vote Project,Voter Friendly Campus,StudentPIRGs,Aliento Education Fund,Alliance for Youth Organizing,American Democracy Project, Arizona Students' Association,Baltimore Collegetown Network		,Black Girls Vote,Boston Votes Coalition,California Campus Compact ,CALPIRG Students,CEEP,Civic Nebraska,Common Cause,Count US IN,Creative Campus Voting Project,Day on Democracy,Democracy Works,Engage Miami,Every Vote Counts,Forward Montana,Georgia Shift,Hillel International,IGNITE National,IA & MN Campus Compact,LeadMN,Loud Light,Maine Students Vote,MARYPIRG,MI Familia Vota,Minnesota Youth Collective,Mississippi Votes,NASPAA,New Era Colorado,NYPIRG,NCAAT,NCPIRG,NC Campus Compact,Ohio Campus Compact,PIRGIM Campus Action,Project Pericles,TurnUp Activism,Up to Us/ Net Impact,VoteRiders,Washington Student Association,Xceleader (Vote HBCU),NVEW 2020,"NVRD
2017",NVRD 2018,NVRD 2020,_merge
5072,22411001,NORTH CENTRAL TEXAS COLLEGE - CORINTH CAMPUS,1500 NORTH CORINTH STREET,CORINTH,TX,76208,NOT AVAILABLE,NOT AVAILABLE,1,A,4684.0,DENTON,48121,USA,611210,JUNIOR COLLEGES,http://www.nctc.edu/General_Information/Campuses/corinth_campus.html,2018-02-16,IMAGERY/OTHER,2018-02-16,http://www.nctc.edu/General_Information/Campuses/corinth_campus.html,4684.0,-999.0,NOT AVAILABLE,northcentraltexascollegecorinthcampus,-98844.43823005057,-647797.3631251674,-97.0598784535005,33.156746518164105,"POLYGON ((-98747.35728190911 -647821.5567617457, -98879.55653235709 -647891.8066176653, -98940.16696865333 -647760.1987908488, -98804.66408914904 -647711.1017698668, -98747.35728190911 -647821.5567617457))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
5073,22411002,NORTH CENTRAL TEXAS COLLEGE - BOWIE CAMPUS,"810 SOUTH MILL STREET, P.O. BOX 1247",BOWIE,TX,76230,NOT AVAILABLE,NOT AVAILABLE,1,A,347.0,MONTAGUE,48337,USA,611210,JUNIOR COLLEGES,http://www.nctc.edu/General_Information/Campuses/bowie_campus.html,2018-02-16,IMAGERY/OTHER,2018-02-16,http://www.nctc.edu/General_Information/Campuses/bowie_campus.html,347.0,-999.0,NOT AVAILABLE,northcentraltexascollegebowiecampus,-172341.46828512664,-603287.6050466377,-97.8575093070504,33.547412946906675,"POLYGON ((-172233.5160688247 -603176.2266569975, -172241.7097514307 -603405.186272954, -172468.3738784656 -603387.8990236752, -172422.3582617305 -603167.1013345119, -172233.5160688247 -603176.2266569975))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
5074,22411003,NORTH CENTRAL TEXAS COLLEGE - FLOWER MOUND CAMPUS,1200 PARKER SQUARE,FLOWER MOUND,TX,75028,NOT AVAILABLE,NOT AVAILABLE,1,A,566.0,DENTON,48121,USA,611210,JUNIOR COLLEGES,http://www.nctc.edu/FlowerMound/,2018-02-16,IMAGERY/OTHER,2018-02-16,http://www.nctc.edu/FlowerMound/,566.0,-999.0,NOT AVAILABLE,northcentraltexascollegeflowermoundcampus,-98275.7581340194,-661019.8540051966,-97.05214612523915,33.037591588202794,"POLYGON ((-98227.69485202931 -661018.6272759933, -98291.31156069491 -661061.1751837276, -98325.55560895709 -661023.832309264, -98258.33435593646 -660977.1036779532, -98227.69485202931 -661018.6272759933))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
5075,22414701,TEXAS A & M UNIVERSITY-CORPUS CHRISTI - AGRILIFE RESEARCH AND EXTENSION CTR,10345 STATE HWY 44,CORPUS CHRISTI,TX,78406,NOT AVAILABLE,NOT AVAILABLE,1,A,-999.0,BEE,48025,USA,611310,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS",http://www.tamucc.edu/,2018-02-16,IMAGERY/OTHER,2018-02-16,http://www.tamucc.edu/,-999.0,-999.0,NOT AVAILABLE,texasamuniversitycorpuschristiagriliferesearchextensionctr,-168907.29226517444,-1167891.4126892234,-97.70665216634558,28.456495700644968,"POLYGON ((-168827.884280579 -1168042.086245332, -168938.4912371089 -1168118.351787715, -169091.086462391 -1167833.013853422, -168862.5724945706 -1167686.556255837, -168747.5096994022 -1167825.200840261, -168780.3901796597 -1167939.714739727, -168827.884280579 -1168042.086245332))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
5076,22430502,DALLAS THEOLOGICAL SEMINARY - HOUSTON CAMPUS,"7100 REGENCY SQUARE BLVD, SUITE 100",HOUSTON,TX,77036,NOT AVAILABLE,(866) 387-5595,2,A,-999.0,HARRIS,48201,USA,611310,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS",http://www.dts.edu/houston/,2018-02-16,IMAGERY/OTHER,2018-02-16,http://www.dts.edu/houston/,-999.0,-999.0,NOT AVAILABLE,dallastheologicalseminaryhoustoncampus,47987.36308215314,-1029710.2403855567,-95.50754733057225,29.716286689914437,"POLYGON ((48029.25962217496 -1029678.152353651, 48029.05049939877 -1029746.731510658, 47947.31113187246 -1029745.854008455, 47946.32603971386 -1029670.687205641, 48029.25962217496 -1029678.152353651))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
5077,22430503,DALLAS THEOLOGICAL SEMINARY - AUSTIN CAMPUS,12124 RANCH ROAD 620 NORTH,AUSTIN,TX,78750,NOT AVAILABLE,(800) 387-9673,2,A,-999.0,WILLIAMSON,48491,USA,611310,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS",http://www.dts.edu/locations/austin/,2018-02-16,IMAGERY/OTHER,2018-02-16,http://www.dts.edu/locations/austin/,-999.0,-999.0,NOT AVAILABLE,dallastheologicalseminaryaustincampus,-175635.18282899001,-945178.1004188991,-97.81949832115207,30.464205245688223,"POLYGON ((-175554.6148184437 -945210.6040011945, -175565.075683997 -945216.7275324878, -175570.513823152 -945247.4883066975, -175583.3571157753 -945269.3945992608, -175627.8779937303 -945289.8776168743, -175637.739275327 -945265.9352731364, -175649.1046520689 -945248.2951592183, -175674.1232712348 -945224.0503393977, -175697.2958714677 -945210.9236193757, -175754.0346680055 -945256.490725403, -175777.7383284645 -945235.4379847208, -175725.8538709547 -945191.3571987838, -175646.7261621138 -945059.96119093, -175590.2206088085 -945095.1236626954, -175563.8241844715 -945119.3957284661, -175542.8447246725 -945138.8105094671, -175546.0423273003 -945160.9091854049, -175550.9175384334 -945198.0134482953, -175554.6148184437 -945210.6040011945))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
5078,22430506,DALLAS THEOLOGICAL SEMINARY - SAN ANTONIO CAMPUS,19185 FM 2252,GARDEN RIDGE,TX,78266,NOT AVAILABLE,(800) 387-9673,2,A,-999.0,COMAL,48091,USA,611310,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS",http://www.dts.edu/locations/sanantonio/,2018-02-16,IMAGERY/OTHER,2018-02-16,http://www.dts.edu/locations/sanantonio/,-999.0,-999.0,NOT AVAILABLE,dallastheologicalseminarysanantoniocampus,-224644.3882499481,-1037424.8997264635,-98.30289321339407,29.622273606016886,"POLYGON ((-224633.138353811 -1037472.003508231, -224662.0610428615 -1037477.077524248, -224685.858697489 -1037426.347066374, -224661.8018306461 -1037411.652114812, -224669.4103102201 -1037381.909976674, -224632.3580166725 -1037367.543052393, -224606.3327572283 -1037422.023305196, -224614.662325312 -1037439.226396862, -224620.2605480889 -1037458.609084011, -224633.138353811 -1037472.003508231))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
5079,22435001,DEL MAR COLLEGE - WEST CAMPUS,AIRPORT AND OLD BROWNSVILLE ROADS,CORPUS CHRISTI,TX,78405,NOT AVAILABLE,NOT AVAILABLE,1,A,5233.0,NUECES,48355,USA,611210,JUNIOR COLLEGES,http://www.delmar.edu/resources/maps.php,2018-02-16,IMAGERY/OTHER,2018-02-16,http://www.delmar.edu/resources/maps.php,5233.0,-999.0,NOT AVAILABLE,delmarcollegewestcampus,-143773.69338875476,-1243791.7885669465,-97.44063604761946,27.775619964549588,"POLYGON ((-143502.1498701919 -1243893.162797373, -143680.3598580096 -1244123.738764979, -143802.9001914828 -1244212.785089695, -143944.1877812192 -1244135.393091795, -143955.4956033367 -1243949.295314189, -144151.3942684431 -1243946.194779426, -144159.8874053285 -1243807.609911244, -143981.174783046 -1243770.881597436, -143970.3606241618 -1243537.6649342, -143891.8170201446 -1243527.039860971, -143876.2577409809 -1243444.215652346, -143509.1636992632 -1243434.188578761, -143502.1498701919 -1243893.162797373))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
5080,22455405,TEXAS A & M UNIVERSITY-COMMERCE - MESQUITE METROPLEX,2600 MOTLEY DR,MESQUITE,TX,75150,NOT AVAILABLE,(972) 613-7591,1,A,-999.0,DALLAS,48113,USA,611310,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS",http://www.tamuc.edu/academics/locations/mesquiteMetro/default.aspx,2018-02-16,IMAGERY/OTHER,2018-02-16,http://www.tamuc.edu/academics/locations/mesquiteMetro/default.aspx,-999.0,-999.0,NOT AVAILABLE,texasamuniversitycommercemesquitemetroplex,-60231.42252433907,-687564.1503878019,-96.64285810967586,32.80144133344457,"POLYGON ((-60156.59935976645 -687540.8180113822, -60208.60329206814 -687643.8969412666, -60308.01456066426 -687577.2232240564, -60255.22966746399 -687489.9837783818, -60156.59935976645 -687540.8180113822))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
5081,22455406,TEXAS A & M UNIVERSITY-COMMERCE - ROCKWALL CAMPUS,2610 OBSERVATION TRAIL,ROCKWALL,TX,75032,NOT AVAILABLE,(214) 771-4572,1,A,-999.0,ROCKWALL,48397,USA,611310,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS",http://www.tamuc.edu/academics/locations/rockwall/contactUs.aspx,2018-02-16,IMAGERY/OTHER,2018-02-16,http://www.tamuc.edu/academics/locations/rockwall/contactUs.aspx,-999.0,-999.0,NOT AVAILABLE,texasamuniversitycommercerockwallcampus,-39701.17685855352,-675257.400756537,-96.42435210411543,32.91349226966869,"POLYGON ((-39641.41183522203 -675218.3671142805, -39656.9148669294 -675296.934934477, -39764.19138652761 -675291.1576947187, -39746.50542631 -675222.1005005663, -39641.41183522203 -675218.3671142805))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
5082,22461501,EL CENTRO COLLEGE - BILL J PRIEST CAMPUS,1402 CORINTH ST,DALLAS,TX,75215,NOT AVAILABLE,(214) 860-5900,1,A,-999.0,DALLAS,48113,USA,611210,JUNIOR COLLEGES,http://www.elcentrocollege.edu/bjp,2018-02-16,IMAGERY/OTHER,2018-02-16,http://www.elcentrocollege.edu/bjp,-999.0,-999.0,NOT AVAILABLE,elcentrocollegebilljpriestcampus,-73717.13869646119,-691364.1909992677,-96.78643589573402,32.76622434557254,"POLYGON ((-73630.04653425232 -691375.4251528567, -73699.53122307612 -691440.5358296467, -73802.22981848854 -691360.8780675357, -73735.98812195042 -691283.8651603233, -73630.04653425232 -691375.4251528567))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
5083,22461502,EL CENTRO COLLEGE - WEST CAMPUS,3330 N HAMPTON RD,DALLAS,TX,75212,NOT AVAILABLE,(972) 391-1400,1,A,-999.0,DALLAS,48113,USA,611210,JUNIOR COLLEGES,http://www.elcentrocollege.edu/westcampus,2018-02-16,IMAGERY/OTHER,2018-02-16,http://www.elcentrocollege.edu/westcampus,-999.0,-999.0,NOT AVAILABLE,elcentrocollegewestcampus,-80186.1243699272,-689471.5193044979,-96.85563391086332,32.78276506111049,"POLYGON ((-80122.62747603968 -689390.3698455238, -80124.37097084158 -689576.3995544993, -80203.27249294889 -689547.9507302262, -80253.30875015918 -689532.9669537139, -80255.29116166878 -689387.8059592526, -80122.62747603968 -689390.3698455238))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
5084,22464201,EL PASO COMMUNITY COLLEGE - TRANSMOUNTAIN CAMPUS,9570 GATEWAY BLVD. NORTH,EL PASO,TX,79924,NOT AVAILABLE,NOT AVAILABLE,1,A,-999.0,EL PASO,48141,USA,611210,JUNIOR COLLEGES,http://www.epcc.edu/Pages/default.aspx,2018-02-16,IMAGERY/OTHER,2018-02-16,http://www.epcc.edu/Pages/default.aspx,-999.0,-999.0,10790619,elpasocommunitycollegetransmountaincampus,-987466.4662847114,-732611.0129522121,-106.43837768532387,31.88701904211637,"POLYGON ((-987288.76267502 -732648.9513942384, -987322.5740239617 -732775.2012411949, -987456.6107532787 -732775.7304230605, -987598.8022723033 -732708.923941976, -987647.7405328603 -732709.9373806408, -987618.4894861564 -732435.7646317532, -987411.9424373424 -732466.1482334364, -987286.9481851941 -732544.2545976231, -987288.76267502 -732648.9513942384))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
5085,22464202,EL PASO COMMUNITY COLLEGE - MISSION DEL PASO CAMPUS,10700 GATEWAY EAST,EL PASO,TX,79927,NOT AVAILABLE,NOT AVAILABLE,1,A,-999.0,EL PASO,48141,USA,611210,JUNIOR COLLEGES,http://www.epcc.edu/,2018-02-16,IMAGERY/OTHER,2018-02-16,http://www.epcc.edu/,-999.0,-999.0,10792158,elpasocommunitycollegemissiondelpasocampus,-973593.4081324385,-757655.4687311635,-106.26331004957568,31.67677615673981,"POLYGON ((-973396.72843801 -757691.7128592756, -973594.5008754844 -757860.5383761129, -973751.7119818318 -757650.2721359697, -973716.9028969161 -757513.4821797623, -973617.4914017386 -757459.6652948004, -973396.72843801 -757691.7128592756))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
5086,22464203,EL PASO COMMUNITY COLLEGE - RIO GRANDE CAMPUS,100 WEST RIO GRANDE AVE,EL PASO,TX,79902,NOT AVAILABLE,NOT AVAILABLE,1,A,-999.0,EL PASO,48141,USA,611210,JUNIOR COLLEGES,http://www.epcc.edu/,2018-02-16,IMAGERY/OTHER,2018-02-16,http://www.epcc.edu/,-999.0,-999.0,NOT AVAILABLE,elpasocommunitycollegeriograndecampus,-994249.9581036661,-745570.7175950144,-106.49376248603029,31.76390677881118,"POLYGON ((-994216.7224068652 -745602.4165923295, -994266.2183226092 -745627.2405259683, -994298.5926521943 -745553.1158674897, -994220.9513735366 -745520.9208005893, -994197.6519785962 -745555.4848540458, -994235.9872373339 -745572.3027036374, -994216.7224068652 -745602.4165923295))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
5087,22464204,EL PASO COMMUNITY COLLEGE - NORTHWEST CAMPUS,6701 SOUTH DESERT RD,EL PASO,TX,79932,NOT AVAILABLE,NOT AVAILABLE,1,A,-999.0,EL PASO,48141,USA,611210,JUNIOR COLLEGES,http://www.epcc.edu/,2018-02-16,IMAGERY/OTHER,2018-02-16,http://www.epcc.edu/,-999.0,-999.0,NOT AVAILABLE,elpasocommunitycollegenorthwestcampus,-1001125.5585697874,-729634.5537726423,-106.585117255432,31.89951808067068,"POLYGON ((-1000990.093919536 -729742.2290796026, -1001226.40282509 -729723.9778616728, -1001272.987738828 -729539.2430197465, -1001070.135849349 -729523.0478769654, -1000981.591373597 -729659.5455371407, -1000990.093919536 -729742.2290796026))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
5088,22464205,EL PASO COMMUNITY COLLEGE - VALLE VERDE CAMPUS,919 HUNTER DR,EL PASO,TX,79915,NOT AVAILABLE,NOT AVAILABLE,1,A,-999.0,EL PASO,48141,USA,611210,JUNIOR COLLEGES,http://www.epcc.edu/CampusMaps/Pages/ValleVerde.aspx,2018-02-16,IMAGERY/OTHER,2019-04-09,http://www.epcc.edu/,-999.0,-999.0,10779511,elpasocommunitycollegevalleverdecampus,-982774.1994980127,-748127.8450027005,-106.37063440135996,31.752807432890734,"POLYGON ((-982579.1208550686 -748487.9116345743, -982672.2240225781 -748506.4929167606, -982752.0063160127 -748488.088854404, -982817.119468556 -748440.8202264339, -982906.0314655453 -748382.8665226625, -982961.6373162103 -748282.2436468044, -982978.1750772194 -748178.1157486502, -983218.4754524416 -747962.1207402387, -983006.1504764142 -747686.2971541161, -982467.6974745925 -748079.7285733081, -982357.45440166 -748199.8623601119, -982366.1309669695 -748295.7990371599, -982411.1811411643 -748371.6506518789, -982500.6883747971 -748438.4437876099, -982579.1208550686 -748487.9116345743))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
5089,22507001,GRAYSON COLLEGE - SOUTH CAMPUS,1455 WEST VAN ALSTYNE PARKWAY,VAN ALSTYNE,TX,75495,NOT AVAILABLE,NOT AVAILABLE,1,A,-999.0,GRAYSON,48181,USA,611210,JUNIOR COLLEGES,http://www.grayson.edu/,2018-02-16,IMAGERY/OTHER,2018-02-16,http://www.grayson.edu/,-999.0,-999.0,NOT AVAILABLE,graysoncollegesouthcampus,-55384.46110045622,-618988.4465026779,-96.59590792182149,33.42004426548726,"POLYGON ((-55108.98198190369 -618954.8205634725, -55102.05999244599 -619114.7987991382, -55618.10261758079 -619092.4269812948, -55593.75956120133 -618820.2248614111, -55409.32564243414 -618821.4323716457, -55388.6026949061 -618899.1592791548, -55108.98198190369 -618954.8205634725))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
5090,22524701,HARDIN-SIMMONS UNIVERSITY - LOGSDON SEMINARY-CORPUS CHRISTI CAMPUS,7000 OCEAN DR,CORPUS CHRISTI,TX,78412,NOT AVAILABLE,(361) 991-9403,2,A,-999.0,NUECES,48355,USA,611310,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS",http://www.logsdonseminary.org/locations/corpus-christi/,2018-02-19,IMAGERY/OTHER,2018-02-19,http://www.logsdonseminary.org/locations/corpus-christi/,-999.0,-999.0,NOT AVAILABLE,hardinsimmonsuniversitylogsdonseminarycorpuschristicampus,-131591.65543607125,-1250962.1348905286,-97.3175508129212,27.71258400093598,"POLYGON ((-131562.0583116363 -1250944.830170075, -131576.9789651745 -1250990.499466506, -131584.7866790619 -1250988.013338589, -131614.5461413504 -1250974.925496507, -131625.7583859773 -1250961.314413752, -131611.2830857186 -1250946.492371417, -131589.0687203617 -1250938.902129289, -131562.0583116363 -1250944.830170075))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
5091,22524704,HARDIN-SIMMONS UNIVERSITY - LOGSDON SEMINARY-MCALLEN CAMPUS,1809 N MAIN ST,MCALLEN,TX,78501,NOT AVAILABLE,(361) 991-9403,2,A,-999.0,HIDALGO,48215,USA,611310,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS",http://www.logsdonseminary.org/locations/mcallen/,2018-02-19,IMAGERY/OTHER,2018-02-19,http://www.logsdonseminary.org/locations/mcallen/,-999.0,-999.0,NOT AVAILABLE,hardinsimmonsuniversitylogsdonseminarymcallencampus,-226997.83654686433,-1414439.0200863115,-98.23243458814846,26.220706485636644,"POLYGON ((-226959.3804831227 -1414420.626352313, -226968.1116876864 -1414470.779921208, -227034.592604215 -1414457.549518876, -227032.9666951806 -1414430.691613068, -227027.567233255 -1414407.881653639, -226959.3804831227 -1414420.626352313))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
5092,22524705,HARDIN-SIMMONS UNIVERSITY - LOGSDON SEMINARY-SAN ANTONIO CAMPUS,319 E MULBERRY AVE,SAN ANTONIO,TX,78212,NOT AVAILABLE,(210) 738-7759,2,A,-999.0,BEXAR,48029,USA,611310,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS",http://www.logsdonseminary.org/locations/san-antonio/,2018-02-19,IMAGERY/OTHER,2018-02-19,http://www.logsdonseminary.org/locations/san-antonio/,-999.0,-999.0,NOT AVAILABLE,hardinsimmonsuniversitylogsdonseminarysanantoniocampus,-243156.75557648737,-1055232.151587101,-98.48759986143233,29.45729328000005,"POLYGON ((-243135.2210592777 -1055275.237886423, -243180.7970088987 -1055273.994529693, -243179.4541259845 -1055190.655932045, -243131.9608133874 -1055189.840908052, -243135.2210592777 -1055275.237886423))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
5093,22530802,TRINITY VALLEY COMMUNITY COLLEGE - PALESTINE CAMPUS,2970 NORTH STATE HWY 19,PALESTINE,TX,75803,NOT AVAILABLE,NOT AVAILABLE,1,A,968.0,ANDERSON,48001,USA,611210,JUNIOR COLLEGES,http://www.tvcc.edu/campus/palestine/,2018-02-19,IMAGERY/OTHER,2018-02-19,http://www.tvcc.edu/campus/palestine/,968.0,-999.0,NOT AVAILABLE,trinityvalleycommunitycollegepalestinecampus,30730.51420828635,-799222.3739360977,-95.67624234645712,31.79595378305059,"POLYGON ((30737.75548184976 -799174.3083742975, 30755.93792323902 -799333.6054456909, 30804.72965917306 -799335.5426324384, 30807.09518131665 -799365.6124415097, 30770.51438085835 -799367.8533291501, 30760.5205910169 -799352.0581893536, 30732.78291261401 -799300.4433879917, 30686.72223604961 -799304.3005497137, 30674.19522295104 -799210.9443045289, 30694.38877055806 -799173.4068598589, 30724.18767863392 -799169.6073862298, 30744.03051787976 -799160.5662138511, 30735.72380598464 -799110.9931631209, 30711.73159556342 -799096.3030461736, 30707.14541904202 -799076.7948909515, 30763.16654511169 -799079.7620520716, 30776.98743807873 -799155.6999496095, 30737.75548184976 -799174.3083742975))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
5094,22530803,TRINITY VALLEY COMMUNITY COLLEGE - RINITY VALLEY COMMUNITY COLLEGE TERREL CAMPUS,1200 EAST HWY 20,TERRELL,TX,75160,NOT AVAILABLE,NOT AVAILABLE,1,A,-999.0,KAUFMAN,48257,USA,611210,JUNIOR COLLEGES,http://www.tvcc.edu/campus/terrell/,2018-02-19,IMAGERY/OTHER,2018-02-19,http://www.tvcc.edu/campus/terrell/,-999.0,-999.0,NOT AVAILABLE,trinityvalleycommunitycollegerinityvalleycommunitycollegeterrelcampus,-23415.974880709637,-699853.05832232,-96.24956882035926,32.692255754935346,"POLYGON ((-23084.50677632391 -699745.8049291288, -23460.68554238902 -700150.1028428541, -23656.56373198015 -699934.2369400706, -23552.08856346357 -699613.6460753612, -23084.50677632391 -699745.8049291288))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
5095,22537101,HILL COLLEGE - CLEBURNE CAMPUS,2112 MAYFIELD PARKWAY,CLEBURNE,TX,76033,NOT AVAILABLE,NOT AVAILABLE,1,A,-999.0,JOHNSON,48251,USA,611210,JUNIOR COLLEGES,http://www.hillcollege.edu/info/aboutHC/?cid=2&aid=locations,2018-02-19,IMAGERY/OTHER,2018-02-19,http://www.hillcollege.edu/info/aboutHC/?cid=2&aid=locations,-999.0,-999.0,NOT AVAILABLE,hillcollegecleburnecampus,-135410.10189723095,-739221.7140513435,-97.43646623179194,32.32792348749434,"POLYGON ((-135288.2328017935 -739162.0843951895, -135364.7115258948 -739331.7536984306, -135439.2283332512 -739277.0091381832, -135518.3397989944 -739314.555220311, -135550.9740064351 -739242.9206412921, -135495.5584580121 -739214.2377023954, -135482.6929406165 -739195.0440848087, -135422.7420501524 -739127.6392979533, -135361.3822607189 -739120.2928749158, -135288.2328017935 -739162.0843951895))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
5096,22537102,HILL COLLEGE - BURLESON CAMPUS,130 E RENFRO,BURLESON,TX,76028,NOT AVAILABLE,NOT AVAILABLE,1,A,-999.0,JOHNSON,48251,USA,611210,JUNIOR COLLEGES,http://www.hillcollege.edu/info/aboutHC/?cid=3&aid=locations,2018-02-19,IMAGERY/OTHER,2018-02-19,http://www.hillcollege.edu/info/aboutHC/?cid=3&aid=locations,-999.0,-999.0,NOT AVAILABLE,hillcollegeburlesoncampus,-123964.97153487933,-715565.0798002403,-97.31869902529151,32.54278396861264,"POLYGON ((-123925.8876071392 -715600.3660525432, -123996.6989980656 -715604.6203310871, -124006.2405747192 -715529.6004125092, -123930.1462433918 -715527.4018499706, -123925.8876071392 -715600.3660525432))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
