,State,OPE ID,IPED ID,School Name,Institution Type,# of Nat'l AP Partners,# of Partners,Civic Holiday,MSI,NSLVE,"NSLVE
2014",2016 NSLVE Report,2018 NSLVE Reports,2016 Action Plan,2018 Action Plan,2020 Action Plan,Campus Contact,City,Longitude,Latitude,Pell Grant %,BIPOC %,American Indian or Alaskan Native,Asian,Black or African American,Hispanic or Latinx,NHPI,Two or more Races,SLSV Coalition,ALL IN,AGF,Ask Every Student,Campus Vote Project,Voter Friendly Campus,StudentPIRGs,Aliento Education Fund,Alliance for Youth Organizing,American Democracy Project, Arizona Students' Association,Baltimore Collegetown Network		,Black Girls Vote,Boston Votes Coalition,California Campus Compact ,CALPIRG Students,CEEP,Civic Nebraska,Common Cause,Count US IN,Creative Campus Voting Project,Day on Democracy,Democracy Works,Engage Miami,Every Vote Counts,Forward Montana,Georgia Shift,Hillel International,IGNITE National,IA & MN Campus Compact,LeadMN,Loud Light,Maine Students Vote,MARYPIRG,MI Familia Vota,Minnesota Youth Collective,Mississippi Votes,NASPAA,New Era Colorado,NYPIRG,NCAAT,NCPIRG,NC Campus Compact,Ohio Campus Compact,PIRGIM Campus Action,Project Pericles,TurnUp Activism,Up to Us/ Net Impact,VoteRiders,Washington Student Association,Xceleader (Vote HBCU),NVEW 2020,"NVRD
2017",NVRD 2018,NVRD 2020,preprocessed_name,UNIQUEID,NAME,ADDRESS,CITY,STATE,ZIP,ZIP4,TELEPHONE,TYPE,STATUS,POPULATION,COUNTY,COUNTYFIPS,COUNTRY,NAICS_CODE,NAICS_DESC,SOURCE,SOURCEDATE,VAL_METHOD,VAL_DATE,WEBSITE,TOT_ENROLL,TOT_EMP,SHELTERID,x_centroid,y_centroid,centroid_geom,geometry
566,IA,1893.00,154493.00,Upper Iowa University,"Private, 4 Year",0.0,1.0,0.0, ,No,,,,,,,,Fayette,-91.799543,42.838283,37,27.82%,0.34%,1.85%,17.95%,5.65%,0.25%,1.78%, , , , , , , , , , , , , , , , ,X, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,upper iowa university,154493,UPPER IOWA UNIVERSITY,605 WASHINGTON ST,FAYETTE,IA,52142,1857,(563) 425-5200,2,A,5206,FAYETTE,19065,USA,611310,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS",http://minimaps.com/data/419/maps/1669.pdf,2018-05-09,IMAGERY/OTHER,2018-05-09,https://www.uiu.edu,4392,814,NOT AVAILABLE,-10218873.846470017,5287444.7904373035,"-10218873.846470017, 5287444.7904373035","MULTIPOLYGON (((-10219166.20521241 5288096.248744324, -10219158.25878187 5287975.228633604, -10219088.06549772 5287975.228633604, -10219088.06549772 5288016.772642992, -10219033.76496331 5288018.579014054, -10219031.11622735 5287980.647420201, -10218921.19079053 5287977.034996666, -10218915.40562791 5287664.820979731, -10218828.19816147 5287667.591768358, -10218827.698003 5287468.917474189, -10218852.03745306 5287419.244700151, -10218906.37950964 5287419.248343627, -10218907.00011581 5287271.139722922, -10218763.96470021 5287272.042684816, -10218764.63083605 5287363.681927493, -10218598.03676529 5287366.539766601, -10218597.08999302 5287615.272415577, -10218370.61727949 5287616.356070332, -10218371.41187801 5287490.646273898, -10218232.34967769 5287471.139706163, -10218239.50150969 5287270.65803196, -10218314.99237709 5287238.147971889, -10218431.00999568 5287060.427866427, -10218455.64388579 5287059.344124086, -10218591.41470275 5287068.531269504, -10219008.25710387 5287074.565713467, -10219005.33496723 5286851.808027409, -10219129.4592051 5286897.379107608, -10219129.45052217 5287076.320289001, -10219215.20805226 5287077.561759938, -10219224.68100697 5287461.037648523, -10219289.85378209 5287459.809486318, -10219293.34776694 5287660.945125884, -10219229.59865679 5287660.116364401, -10219233.24281164 5287807.644198474, -10219296.98613318 5287804.303443874, -10219297.69868924 5287902.400518334, -10219235.60857346 5287903.418164754, -10219240.37171183 5288096.248744324, -10219166.20521241 5288096.248744324)), ((-10219376.78506488 5288152.243543519, -10219441.68076579 5288152.243543519, -10219445.65398105 5288331.068225392, -10219376.78506488 5288336.487065745, -10219376.78506488 5288152.243543519)))"
567,IA,1895.00,154518.00,Waldorf University,,0.0,0.0,0.0, ,No,,,,,,,,Forest City,-93.641714,43.262923,53,26.36%,0.87%,1.15%,14.42%,7.07%,1.70%,1.15%, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,waldorf university,154518,WALDORF UNIVERSITY,106 S SIXTH ST,FOREST CITY,IA,50436,1713,(641) 585-2450,3,A,3524,WINNEBAGO,19189,USA,611310,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS",http://www.waldorf.edu/Waldorf2016/media/waldorf-2016-assets/pdf/map-2016.pdf,2018-05-09,IMAGERY/OTHER,2018-05-09,www.waldorf.edu,3150,374,NOT AVAILABLE,-10424642.103892706,5351793.282619644,"-10424642.103892706, 5351793.282619644","MULTIPOLYGON (((-10424314.91787249 5352122.790579299, -10424316.90448012 5352052.407045933, -10424357.82853057 5352052.952623047, -10424426.33176222 5352057.244782806, -10424436.89531397 5351904.003309663, -10424560.06465325 5351909.459300964, -10424579.13613104 5351591.926756498, -10424606.15392806 5351558.100877227, -10424592.64497389 5351421.707509196, -10424966.12631829 5351420.616276154, -10424963.74241139 5351274.404892278, -10425087.7064605 5351266.766995965, -10425085.32255361 5351326.778814252, -10425062.27786054 5351376.970880674, -10425087.7064605 5351386.791172341, -10425150.02923402 5351410.446063704, -10425225.97395099 5351358.421706892, -10425264.9113938 5351419.525196093, -10425155.25089738 5351487.176070281, -10425077.37612307 5351594.10895717, -10425078.1707216 5351780.699095513, -10424943.87633506 5351779.607820369, -10424951.02816707 5352065.501669814, -10424688.79651615 5352072.048912236, -10424462.32380262 5352059.500009505, -10424451.59616593 5352200.813148742, -10424349.08750151 5352192.083321473, -10424353.27378228 5352125.449695784, -10424314.91787249 5352122.790579299)), ((-10423915.21344094 5352168.076376915, -10423930.25504185 5351872.372472536, -10424067.9928742 5351879.647052639, -10424262.47158684 5351898.001753502, -10424255.6599472 5352058.354892971, -10424281.54295332 5352058.954279143, -10424281.14565406 5352088.962770513, -10424253.70261659 5352089.457903944, -10424247.44935552 5352188.82341556, -10424188.90187121 5352183.485580068, -10423915.21344094 5352168.076376915)))"
568,IA,1900.00,154590.00,William Penn University,"Private, 4 Year",0.0,0.0,0.0, ,No,,,,,,,,Oskaloosa,-92.647095,41.310111,51,31.69%,0.78%,1.37%,19.13%,8.46%,0.26%,1.69%, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,william penn university,154590,WILLIAM PENN UNIVERSITY,201 TRUEBLOOD AVE,OSKALOOSA,IA,52577,NOT AVAILABLE,(641) 673-1001,2,A,1510,MAHASKA,19123,USA,611310,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS",https://www.wmpenn.edu/get-to-know-wpu/our-campus/,2018-05-09,IMAGERY/OTHER,2018-05-09,www.wmpenn.edu,1279,231,NOT AVAILABLE,-10313535.930272857,5058071.657405073,"-10313535.930272857, 5058071.657405073","POLYGON ((-10313600.6410944 5058498.868284204, -10313600.82866774 5058353.402476117, -10313067.70170389 5058357.811181352, -10313065.86804925 5057914.738953019, -10313143.64519635 5057912.612355379, -10313144.17485449 5057849.140226005, -10313256.48419819 5057848.434970941, -10313253.11800811 5057773.856501828, -10313557.91812099 5057772.268912354, -10313557.91812099 5057837.328136652, -10313818.90254833 5057837.328136652, -10313832.21057082 5057837.850519763, -10313833.39367437 5057598.781913186, -10313981.19690375 5057597.37143965, -10313981.72667321 5058135.47329363, -10313817.00165671 5058134.039030012, -10313814.66439268 5058498.868284204, -10313600.6410944 5058498.868284204))"
569,ID,1616.00,142115.00,Boise State University,"Public, 4 Year",1.0,2.0,1.0, ,No,,,,,,https://allinchallenge.org/wp-content/uploads/Boise-State-University-ALL-IN-Challenge-Action-Plan-2020.pdf,,Boise,-116.203301,43.604284,26,19.83%,0.46%,2.14%,1.65%,11.57%,0.38%,3.63%, ,X, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,X, , , , , , ,X,boise state university,142115,BOISE STATE UNIVERSITY,1910 UNIVERSITY DR,BOISE,ID,83725,NOT AVAILABLE,(208) 426-1000,1,A,28808,ADA,16001,USA,611310,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS","https://maps.boisestate.edu/map/?id=715#!ct/8943,8947,11221",2018-03-21,IMAGERY/OTHER,2018-03-21,www.boisestate.edu,25504,3304,NOT AVAILABLE,-12935651.482958985,5404273.086884202,"-12935651.482958985, 5404273.086884202","MULTIPOLYGON (((-12936589.27999916 5405393.249172036, -12936143.54262044 5405165.040929375, -12936263.47712663 5404998.155663173, -12935810.53169957 5404592.104898379, -12935599.95173578 5404476.877569256, -12935361.55948777 5404570.156820166, -12935039.72971919 5404564.669770322, -12934698.03409693 5404383.599259192, -12934417.58200571 5404032.512736385, -12934422.34993083 5403971.061598105, -12934463.67128053 5403920.584347527, -12934460.49266379 5403525.553747611, -12935522.13328914 5403527.748351324, -12935814.50491483 5403522.191825414, -12935859.42711611 5403467.458655769, -12936011.43421474 5403596.994767912, -12936112.4952805 5403719.704944537, -12936210.29257011 5403841.576816251, -12936377.16716598 5403938.141634199, -12936518.48948593 5404063.419239184, -12936625.03893655 5404202.532446953, -12936652.1129499 5404306.852815092, -12936717.27359119 5404357.332173964, -12936587.68701725 5404602.233497381, -12936825.34477925 5404723.865180079, -12937103.35741514 5404908.576281712, -12936998.52028093 5405250.57454315, -12936827.67235848 5405184.725468722, -12936760.12792161 5405387.761633778, -12936589.27999916 5405393.249172036)), ((-12934239.84730296 5405005.908030435, -12934305.53760239 5404910.063706626, -12934350.5673383 5405002.981424554, -12934569.27117589 5405142.420711095, -12934568.29902277 5405322.713367167, -12934415.72786827 5405323.445043846, -12934358.51376883 5405387.831742397, -12934246.46936551 5405343.56579094, -12934131.24634545 5405198.331171295, -12934239.84730296 5405005.908030435)), ((-12935739.50285132 5403069.652834727, -12935727.09440164 5402649.892626344, -12935830.39777589 5402660.86445759, -12935876.44196631 5402760.767834316, -12935973.48940783 5402869.401352488, -12935990.97157727 5403097.623046555, -12935844.75754493 5403075.678360905, -12935739.50285132 5403069.652834727)), ((-12933391.59434159 5403594.262291455, -12933708.70583355 5403593.51553357, -12933663.24440067 5403684.266118905, -12933637.1880701 5403697.758782869, -12933466.34025896 5403856.869327308, -12933406.7421413 5403845.896077226, -12933391.59434159 5403594.262291455)), ((-12935746.96036664 5405826.773909379, -12935826.42456063 5405689.580305386, -12935965.48676096 5405810.31053252, -12935897.94221277 5405914.578927271, -12935746.96036664 5405826.773909379)))"
570,ID,1619.00,142559.00,College of Southern Idaho,"Public, 2 Year",0.0,0.0,0.0, ,Yes,,,,,,,,Twin Falls,-114.473901,42.579837,23,23.63%,0.81%,1.37%,0.84%,18.58%,0.28%,1.74%, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,college southern idaho,142559,COLLEGE OF SOUTHERN IDAHO,315 FALLS AVE.,TWIN FALLS,ID,83301,NOT AVAILABLE,(208) 733-9554,1,A,7804,TWIN FALLS,16083,USA,611210,JUNIOR COLLEGES,http://quondam.csi.edu/aboutCSI/campusmap.asp,2018-03-22,IMAGERY/OTHER,2018-03-22,www.csi.edu,6906,898,NOT AVAILABLE,-12743082.057924839,5248520.596800054,"-12743082.057924839, 5248520.596800054","MULTIPOLYGON (((-12742832.5948164 5249223.867227075, -12742744.65453375 5248999.376062244, -12742546.52398521 5248976.351711114, -12742233.96512646 5248858.352435228, -12742203.23905458 5248669.844345742, -12742219.13180432 5248449.68327876, -12742303.89358155 5248114.415108712, -12742415.14327503 5247941.7495279, -12742717.10696728 5247960.454821886, -12743840.19984774 5247980.599049415, -12743802.05700345 5249208.037593167, -12743554.12901654 5249219.550120281, -12743560.48613871 5249002.254166785, -12743201.308347 5249012.327388419, -12743201.308347 5249209.476677179, -12742832.5948164 5249223.867227075)), ((-12744060.58026817 5247797.863984928, -12744264.00839995 5247786.353194035, -12744258.71081671 5247943.188418613, -12744059.52072926 5247951.821616296, -12744060.58026817 5247797.863984928)))"
571,ID,42118.00,455114.00,College of Western Idaho,"Public, 2 Year",0.0,0.0,0.0, ,No,,,,,,,,Nampa,-116.507314,43.614106,42,23.58%,0.98%,1.94%,1.75%,15.85%,0.37%,2.69%, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,college western idaho,455114,COLLEGE OF WESTERN IDAHO,5500 EAST OPPORTUNITY DRIVE,NAMPA,ID,83687,NOT AVAILABLE,(208) 562-3000,1,A,11546,CANYON,16027,USA,611210,JUNIOR COLLEGES,http://cwidaho.cc/info/locations-and-maps,2018-03-22,IMAGERY/OTHER,2018-10-12,cwidaho.cc/,10277,1269,NOT AVAILABLE,-12969533.224599212,5405315.734970427,"-12969533.224599212, 5405315.734970427","MULTIPOLYGON (((-12969812.02821194 5405978.692057397, -12969686.52171997 5406201.575973327, -12969288.14165639 5406197.185650927, -12969242.58226235 5406195.722159333, -12969276.48695098 5405929.374852384, -12969320.98680611 5405844.496565292, -12969409.98662767 5405802.057790803, -12969489.45071035 5405815.228355181, -12969812.02821194 5405978.692057397)), ((-12969431.00051927 5404271.340717012, -12969368.48872526 5404246.467033565, -12969367.42918634 5404079.668287867, -12969708.59515047 5404075.278972768, -12969708.59515047 5404176.235591805, -12969708.59515047 5404283.046066261, -12969702.23802831 5404302.067232743, -12969635.48818997 5404269.877530187, -12969705.41653373 5404306.45665548, -12969744.61891693 5404386.931363394, -12969741.44030019 5404404.489535415, -12969514.70264627 5404413.268633923, -12969507.2859852 5404502.52330081, -12969487.1550798 5404506.912972427, -12969487.1550798 5404416.194899463, -12969384.38158632 5404413.268633923, -12969386.50055283 5404290.361859418, -12969431.00051927 5404271.340717012)), ((-12969816.84289124 5405544.501995618, -12969671.68850913 5405554.745566384, -12969668.50989239 5405404.020081997, -12969811.54530799 5405402.556715937, -12969818.96196906 5405547.428772898, -12969816.84289124 5405544.501995618)), ((-12969815.78335232 5405980.594951618, -12969812.02821194 5405978.692057397, -12969812.6048469 5405977.668037236, -12969815.78335232 5405980.594951618)))"
572,ID,1620.00,142276.00,Idaho State University,"Public, 4 Year",0.0,1.0,2.0, ,No,,,,,,,,Pocatello,-112.432312,42.863832,34,17.02%,1.23%,1.62%,1.03%,10.35%,0.26%,2.53%, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,X, , , , , , , , , , , , , , ,X,X, ,idaho state university,142276,IDAHO STATE UNIVERSITY,921 S 8TH AVE,POCATELLO,ID,83209,NOT AVAILABLE,(208) 282-2700,1,A,14317,BANNOCK,16005,USA,611310,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS",https://www.isu.edu/maps/,2018-03-21,IMAGERY/OTHER,2018-03-21,www.isu.edu/,12363,1954,NOT AVAILABLE,-12515448.83672105,5291231.608543186,"-12515448.83672105, 5291231.608543186","MULTIPOLYGON (((-12516226.98462741 5291286.460597134, -12515731.63704972 5292024.887036705, -12515351.81984518 5291235.867748504, -12515351.81984518 5291082.645028244, -12515342.28410629 5291049.398999767, -12515325.33181763 5291023.380431196, -12515273.41519011 5291003.143766053, -12514917.41601515 5291010.37109806, -12514864.43996004 5290971.343358801, -12514835.83285465 5290899.070286531, -12514868.67800437 5290809.452462723, -12514633.46426178 5290797.888890851, -12514545.52397913 5290789.21625927, -12514521.15491808 5290679.363519028, -12514558.23822345 5290555.057935035, -12514684.32123907 5290439.426450796, -12514807.22574927 5290432.199558846, -12514820.99953251 5290370.048123186, -12514815.70194926 5290315.124047471, -12514855.96376005 5290252.973539632, -12514930.13025947 5290186.487331721, -12514988.40389783 5290186.487331721, -12515003.23721998 5290238.520048705, -12515047.73718643 5290278.989970561, -12515095.41565829 5290333.913834641, -12515107.0703637 5290407.627955282, -12515113.42748586 5290511.695980332, -12515251.16531821 5290547.830953967, -12515281.89139009 5290446.653348307, -12515431.28392785 5290513.141400903, -12515399.49831705 5290596.974808414, -12515449.29575542 5290706.826583436, -12515581.73600452 5290794.997962143, -12515597.62886558 5290912.079465242, -12515743.8427866 5290972.788850221, -12515783.04505848 5290991.579955312, -12515862.50925247 5290940.988697788, -12515908.06864651 5290900.515766809, -12516226.98462741 5291286.460597134)), ((-12515889.34248176 5292352.518485804, -12515730.06900337 5292497.881547428, -12515483.20044405 5292707.510768008, -12515379.36741166 5292791.363799199, -12515326.39135654 5292723.413826944, -12515323.2127398 5292633.778563073, -12515731.63704972 5292024.887036705, -12515889.34248176 5292352.518485804)), ((-12515891.11624653 5292356.203680596, -12515889.34248176 5292352.518485804, -12515890.05681894 5292351.866567072, -12515891.11624653 5292356.203680596)))"
573,ID,1621.00,142328.00,Lewis-Clark State College,"Public, 4 Year",0.0,1.0,0.0, ,No,,,,,,,,Lewiston,-117.024875,46.412199,35,15.15%,2.58%,1.34%,0.75%,6.55%,0.33%,3.60%, , , , , , , , , ,X, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,lewisclark state college,142328,LEWIS-CLARK STATE COLLEGE,500 8TH AVE,LEWISTON,ID,83501,2698,(208) 792-5272,1,A,4221,NEZ PERCE,16069,USA,611310,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS",http://www.lcsc.edu/media/1559505/Campus-Map.pdf,2018-03-21,IMAGERY/OTHER,2018-03-21,www.lcsc.edu,3684,537,NOT AVAILABLE,-13027333.701793397,5846469.315277112,"-13027333.701793397, 5846469.315277112","MULTIPOLYGON (((-13027117.77009349 5846402.662167301, -13027108.3663795 5846046.213006064, -13027523.00676978 5846036.816980875, -13027523.69928833 5846201.93478717, -13027613.09640916 5846206.928904328, -13027614.15594808 5846689.450699039, -13027617.33456482 5846858.493277158, -13027095.12236572 5846858.740151777, -13027089.82478247 5846516.816564752, -13027117.77009349 5846402.662167301)), ((-13027081.87835195 5846691.618601046, -13027009.03622051 5846687.776698655, -13027013.00943577 5846589.810287924, -13026941.49178363 5846589.810287924, -13026942.81615162 5846518.737397711, -13027083.20271992 5846518.737397711, -13027081.87835195 5846691.618601046)), ((-13026954.86871288 5846177.92470395, -13026954.34339621 5846122.205599029, -13027035.18049347 5846120.348947389, -13027033.6705559 5846176.00394533, -13026954.86871288 5846177.92470395)), ((-13027153.86009504 5846882.409146263, -13027151.56012304 5846942.933517756, -13027130.02080344 5846943.880175573, -13027131.01410727 5846881.928958507, -13027153.86009504 5846882.409146263)), ((-13027151.56012304 5846942.933517756, -13027151.87348741 5846942.919793406, -13027151.54231192 5846943.399984477, -13027151.56012304 5846942.933517756)))"
574,ID,1623.00,142443.00,North Idaho College,"Public, 2 Year",0.0,0.0,0.0, ,No,,,,,,,,Coeur d'Alene,-116.798905,47.67569,31,12.22%,3.18%,1.73%,1.17%,5.59%,0.56%,0.00%, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,north idaho college,142443,NORTH IDAHO COLLEGE,1000 WEST GARDEN AVENUE,COEUR D'ALENE,ID,83814,2199,(208) 769-3300,1,A,6305,KOOTENAI,16055,USA,611210,JUNIOR COLLEGES,https://www.nic.edu/about/maps/campus.aspx,2018-03-21,IMAGERY/OTHER,2018-03-21,www.nic.edu/,5270,1035,NOT AVAILABLE,-13001870.19848853,6053272.2055905955,"-13001870.19848853, 6053272.2055905955","POLYGON ((-13002017.68897653 6053688.78466465, -13001529.11708228 6053618.559611897, -13001553.88344259 6052769.216621789, -13001659.70308262 6052886.247005594, -13001770.02581869 6052933.059669782, -13001898.36038234 6052939.747237585, -13001997.42560094 6052949.778516362, -13002105.49678899 6052983.216472051, -13002222.57394649 6052989.90391342, -13002287.86694666 6053056.780100139, -13002310.38175895 6053137.03207629, -13002254.09472822 6053307.569963153, -13002155.0293983 6053471.423401608, -13002017.68897653 6053688.78466465))"
575,ID,1624.00,142461.00,Northwest Nazarene University,"Private, 4 Year",0.0,0.0,2.0, ,No,,,,,,,,Nampa,-116.565783,43.562411,32,17.76%,0.60%,2.09%,1.24%,12.47%,0.29%,1.06%, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,X, ,X,northwest nazarene university,142461,NORTHWEST NAZARENE UNIVERSITY,623 S. UNIVERSITY BLVD.,NAMPA,ID,83686,5897,(208) 467-8011,2,A,2585,CANYON,16027,USA,611310,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS",www.nnu.edu/campusmap,2018-03-21,IMAGERY/OTHER,2018-03-22,www.nnu.edu,2201,384,NOT AVAILABLE,-12976117.245259518,5397897.117440646,"-12976117.245259518, 5397897.117440646","MULTIPOLYGON (((-12975582.0449217 5398219.98216591, -12975581.66142605 5398105.91477948, -12975578.48280931 5397921.680951267, -12975578.47345848 5397817.194749912, -12975580.7250065 5397755.053801262, -12975619.00020966 5397696.020524603, -12975679.7902251 5397661.843390986, -12975728.48459864 5397660.543009468, -12975780.9308843 5397649.577105953, -12975857.65739805 5397602.81055522, -12975882.64495019 5397584.878631871, -12975903.08432189 5397519.105296215, -12976157.51136331 5397511.188839739, -12976152.21378006 5397414.325627297, -12976203.8654672 5397410.670370714, -12976203.8654672 5397335.7392346, -12976268.76116811 5397332.084009053, -12976276.70759863 5397505.705974838, -12976379.29574517 5397505.925338533, -12976421.45009863 5397534.837917898, -12976453.1973042 5397504.828827361, -12976520.74185239 5397496.056128206, -12976514.38473023 5397630.935222695, -12976483.56982539 5397677.378394185, -12976499.28657902 5397736.207852008, -12976539.81321888 5397792.134557774, -12976570.80423116 5397806.390423727, -12976624.83982518 5397826.129363108, -12976672.69440448 5397820.301739169, -12976680.46472758 5397945.660446731, -12976701.12540243 5397980.752383403, -12976825.88405007 5397975.269240326, -12976825.08277237 5398121.644097145, -12976355.33055123 5398120.09692729, -12976352.67524742 5398281.050065794, -12976157.59084543 5398282.329487337, -12975895.9326012 5398289.478765474, -12975846.0915256 5398328.389395412, -12975765.34660086 5398305.014975839, -12975695.55061597 5398295.693215764, -12975605.49125549 5398258.406730256, -12975582.0449217 5398219.98216591)), ((-12976282.71150406 5397179.055703725, -12976354.75892565 5397179.055703725, -12976353.37277535 5397330.475833166, -12976349.39956008 5397331.389524043, -12976286.49046681 5397333.217213309, -12976284.30081242 5397260.199480068, -12976282.71150406 5397179.055703725)))"
