query_id,placekey,error,pollingHours,latitude,longitude,startDate,endDate,sources,address.locationName,address.line1,address.city,address.state,address.zip,notes,address.line2,name,voterServices
674,zzw-222@8ts-zfn-54v,,"Tue, Oct 27: 10 am - 5 pm
Wed, Oct 28: 10 am - 5 pm
Thu, Oct 29: 10 am - 5 pm
Fri, Oct 30: 10 am - 5 pm
Sat, Oct 31: 10 am - 5 pm
Mon, Nov 2: 10 am - 5 pm
Tue, Nov 3: 6 am - 7 pm",33.3923008,-111.927377,10/22/2020,11/3/2020,"[{'name': 'Voting Information Project', 'official': True}]",TEMPE HISTORY MUSEUM,809 E SOUTHERN AVE,TEMPE,AZ,85282,,,,
675,222-224@8ts-zfq-q75,,"Mon, Nov 2: 9 am - 5 pm
Tue, Nov 3: 6 am - 7 pm",33.4084927,-111.9074419,11/2/2020,11/3/2020,"[{'name': 'Voting Information Project', 'official': True}]",TEMPE MOUNTAIN PARK HEALTH CENTER,1840 E BROADWAY RD,TEMPE,AZ,85282,,,,
676,222-222@8ts-zgj-brk,,"Mon, Nov 2: 9 am - 5 pm
Tue, Nov 3: 6 am - 7 pm",33.4190383,-111.8945865,11/2/2020,11/3/2020,"[{'name': 'Voting Information Project', 'official': True}]",ESCALANTE COMMUNITY CENTER/TEMPE,2150 E ORANGE ST,TEMPE,AZ,85281,,,,
677,222-222@8ts-d47-7h5,,"Mon, Nov 2: 9 am - 5 pm
Tue, Nov 3: 6 am - 7 pm",33.2959154,-112.0305438,11/2/2020,11/3/2020,"[{'name': 'Voting Information Project', 'official': True}]",BRIDGEWAY COMMUNITY CHURCH,2420 E LIBERTY LN,PHOENIX,AZ,85048,,,,
678,zzw-222@5zb-xj4-t9z,,"Wed, Oct 28: 9 am - 7 pm
Thu, Oct 29: 9 am - 7 pm
Fri, Oct 30: 9 am - 7 pm
Sat, Oct 31: 9 am - 7 pm
Mon, Nov 2: 9 am - 5 pm
Tue, Nov 3: 6 am - 7 pm",33.5419938,-112.2199128,10/28/2020,11/3/2020,"[{'name': 'Voting Information Project', 'official': True}]",FAITH BAPTIST CHURCH,7233 N 75TH AVE,GLENDALE,AZ,85303,,,,
679,zzw-222@5zb-xgn-jsq,,"Tue, Oct 27: 9 am - 7 pm
Wed, Oct 28: 9 am - 7 pm
Thu, Oct 29: 9 am - 7 pm
Fri, Oct 30: 9 am - 7 pm
Sat, Oct 31: 9 am - 7 pm
Mon, Nov 2: 9 am - 5 pm
Tue, Nov 3: 6 am - 7 pm",33.5694333,-112.1908271,10/22/2020,11/3/2020,"[{'name': 'Voting Information Project', 'official': True}]",GLENDALE COMMUNITY COLLEGE/STUDENT UNION,6000 W OLIVE AVE,GLENDALE,AZ,85302,,,,
680,222@8ts-d5p-p35,,"Tue, Nov 3: 6 am - 7 pm",33.4444488,-112.3044385,11/3/2020,11/3/2020,"[{'name': 'Voting Information Project', 'official': True}]",AVONDALE CITY HALL,11465 W CIVIC CENTER DR,AVONDALE,AZ,85323,,,,
681,224-222@5zb-xgm-vpv,,"Mon, Nov 2: 9 am - 5 pm
Tue, Nov 3: 6 am - 7 pm",33.5742605,-112.1853563,11/2/2020,11/3/2020,"[{'name': 'Voting Information Project', 'official': True}]",GLENDALE CHRISTIAN CHURCH,9661 N 59TH AVE,GLENDALE,AZ,85302,,,,
682,223-222@5zb-xgh-rkz,,"Tue, Oct 27: 9 am - 7 pm
Wed, Oct 28: 9 am - 7 pm
Thu, Oct 29: 9 am - 7 pm
Fri, Oct 30: 9 am - 7 pm
Sat, Oct 31: 9 am - 7 pm
Mon, Nov 2: 9 am - 5 pm
Tue, Nov 3: 6 am - 7 pm",33.6075154,-112.1594153,10/22/2020,11/3/2020,"[{'name': 'Voting Information Project', 'official': True}]",ASU WEST CAMPUS,4701 W THUNDERBIRD RD,GLENDALE,AZ,85306,,,,
683,222@5zb-wwc-qfz,,"Tue, Oct 27: 9 am - 7 pm
Wed, Oct 28: 9 am - 7 pm
Thu, Oct 29: 9 am - 7 pm
Fri, Oct 30: 9 am - 7 pm
Sat, Oct 31: 9 am - 7 pm
Sun, Nov 1: 12 pm - 5 pm
Mon, Nov 2: 9 am - 5 pm
Tue, Nov 3: 6 am - 7 pm",33.641454,-112.119362,10/7/2020,11/3/2020,"[{'name': 'Voting Information Project', 'official': True}]",BELL CANYON PAVILION,2814 W BELL RD,PHOENIX,AZ,85053,,,,
684,222@8ts-d7g-ty9,,"Tue, Nov 3: 6 am - 7 pm",33.3733714,-112.236996,11/3/2020,11/3/2020,"[{'name': 'Voting Information Project', 'official': True}]",DIST 7 COMMUNITY SVC CTR,8035 S 83RD AVE,LAVEEN,AZ,85339,,,,
685,zzw-222@5zb-xgm-yn5,,"Mon, Nov 2: 9 am - 5 pm
Tue, Nov 3: 6 am - 7 pm",33.5827523,-112.1929685,11/2/2020,11/3/2020,"[{'name': 'Voting Information Project', 'official': True}]",VINEYARD CHURCH OF NORTH PHOENIX,6250 W PEORIA AVE,GLENDALE,AZ,85302,,,,
686,zzw-222@5zb-xkm-zzz,,"Tue, Oct 27: 9 am - 7 pm
Wed, Oct 28: 9 am - 7 pm
Thu, Oct 29: 9 am - 7 pm
Fri, Oct 30: 9 am - 7 pm
Sat, Oct 31: 9 am - 7 pm
Sun, Nov 1: 12 pm - 5 pm
Mon, Nov 2: 9 am - 5 pm
Tue, Nov 3: 6 am - 7 pm",33.6019855,-111.9817923,10/22/2020,11/3/2020,"[{'name': 'Voting Information Project', 'official': True}]",PARADISE VALLEY MALL (NEAR THAI BASIL),4568 E CACTUS RD,PHOENIX,AZ,85032,,,,
687,222@5zb-xhg-p5f,,"Tue, Oct 27: 9 am - 7 pm
Wed, Oct 28: 9 am - 7 pm
Thu, Oct 29: 9 am - 7 pm
Fri, Oct 30: 9 am - 7 pm
Sat, Oct 31: 9 am - 7 pm
Sun, Nov 1: 12 pm - 5 pm
Mon, Nov 2: 9 am - 5 pm
Tue, Nov 3: 6 am - 7 pm",33.5066657,-112.286742,10/22/2020,11/3/2020,"[{'name': 'Voting Information Project', 'official': True}]",PENDERGAST COMMUNITY CENTER #92,10550 W MARIPOSA ST,PHOENIX,AZ,85037,,,,
688,223-222@8ts-zj8-2zf,,"Tue, Nov 3: 6 am - 7 pm",33.3669314,-111.9193657,11/3/2020,11/3/2020,"[{'name': 'Voting Information Project', 'official': True}]",CHURCH OF JESUS CHRIST OF LDS LAKESHORE,6001 S LAKESHORE DR,TEMPE,AZ,85283,,,,
689,222-223@5zb-xk7-8vz,,"Wed, Oct 28: 9 am - 7 pm
Thu, Oct 29: 9 am - 7 pm
Fri, Oct 30: 9 am - 7 pm
Sat, Oct 31: 9 am - 7 pm
Mon, Nov 2: 9 am - 5 pm
Tue, Nov 3: 6 am - 7 pm",33.5489013,-111.9153601,10/28/2020,11/3/2020,"[{'name': 'Voting Information Project', 'official': True}]",SCOTTSDALE RESORT AT MCCORMICK RANCH,7700 E MCCORMICK PKWY,SCOTTSDALE,AZ,85258,,,,
690,zzw-222@5zb-xjc-wzf,,"Wed, Oct 28: 9 am - 7 pm
Thu, Oct 29: 9 am - 7 pm
Fri, Oct 30: 9 am - 7 pm
Sat, Oct 31: 9 am - 7 pm
Mon, Nov 2: 9 am - 5 pm
Tue, Nov 3: 6 am - 7 pm",33.5314673,-112.2609115,10/28/2020,11/3/2020,"[{'name': 'Voting Information Project', 'official': True}]",GILA RIVER ARENA,9400 W MARYLAND AVE,GLENDALE,AZ,85305,,,,
691,222-222@5zb-wx5-xbk,,"Mon, Nov 2: 9 am - 5 pm
Tue, Nov 3: 6 am - 7 pm",33.6329183,-112.0127519,11/2/2020,11/3/2020,"[{'name': 'Voting Information Project', 'official': True}]",FIRST SOUTHERN BAPTIST CHR/PARADISE VALLEY,16033 N 32ND ST,PHOENIX,AZ,85032,,,,
692,zzw-222@5zb-ww8-f2k,,"Mon, Nov 2: 9 am - 5 pm
Tue, Nov 3: 6 am - 7 pm",33.6247486,-112.1506129,11/2/2020,11/3/2020,"[{'name': 'Voting Information Project', 'official': True}]",NORTHWEST CHINESE BAPTIST CHURCH,4243 W GREENWAY RD,PHOENIX,AZ,85053,,,,
693,222@5zb-xgm-mx5,,"Wed, Oct 28: 9 am - 7 pm
Thu, Oct 29: 9 am - 7 pm
Fri, Oct 30: 9 am - 7 pm
Sat, Oct 31: 9 am - 7 pm
Mon, Nov 2: 9 am - 5 pm
Tue, Nov 3: 6 am - 7 pm",33.5825233,-112.2044044,10/28/2020,11/3/2020,"[{'name': 'Voting Information Project', 'official': True}]",CROSSROADS PLAZA,6750 W PEORIA AVE,PEORIA,AZ,85345,,,,
694,222-225@8ts-zxp-hh5,,"Mon, Nov 2: 9 am - 5 pm
Tue, Nov 3: 6 am - 7 pm",33.3131848,-111.9749785,11/2/2020,11/3/2020,"[{'name': 'Voting Information Project', 'official': True}]",LIVING WORD BIBLE CHURCH AHWATUKEE,14647 S 50TH ST,PHOENIX,AZ,85044,,,,
695,222-223@8ts-zj5-bp9,,"Wed, Oct 28: 9 am - 7 pm
Thu, Oct 29: 9 am - 7 pm
Fri, Oct 30: 9 am - 7 pm
Sat, Oct 31: 9 am - 7 pm
Mon, Nov 2: 9 am - 5 pm
Tue, Nov 3: 6 am - 7 pm",33.3916488,-111.8719964,10/28/2020,11/3/2020,"[{'name': 'Voting Information Project', 'official': True}]",MESA COMMUNITY COLLEGE,1833 W SOUTHERN AVE,MESA,AZ,85202,,,,
696,zzw-222@8ts-d5d-v75,,"Tue, Oct 27: 9 am - 5 pm
Wed, Oct 28: 9 am - 5 pm
Thu, Oct 29: 9 am - 5 pm
Fri, Oct 30: 9 am - 5 pm
Sat, Oct 31: 9 am - 5 pm
Mon, Nov 2: 9 am - 5 pm
Tue, Nov 3: 6 am - 7 pm",33.4804594,-112.3434611,10/22/2020,11/3/2020,"[{'name': 'Voting Information Project', 'official': True}]",ESTRELLA MOUNTAIN COMMUNITY COLLEGE,3000 N DYSART RD,AVONDALE,AZ,85392,,,,
697,zzw-222@8ts-zgm-3wk,,"Tue, Oct 27: 9 am - 7 pm
Wed, Oct 28: 9 am - 7 pm
Thu, Oct 29: 9 am - 7 pm
Fri, Oct 30: 9 am - 7 pm
Sat, Oct 31: 9 am - 7 pm
Mon, Nov 2: 9 am - 5 pm
Tue, Nov 3: 6 am - 7 pm",33.4200256,-111.8295638,10/22/2020,11/3/2020,"[{'name': 'Voting Information Project', 'official': True}]",MESA CONVENTION CENTER - BUILDING A,263 N CENTER ST,MESA,AZ,85201,,,,
698,zzw-222@8ts-zgk-hyv,,"Wed, Oct 28: 9 am - 7 pm
Thu, Oct 29: 9 am - 7 pm
Fri, Oct 30: 9 am - 7 pm
Sat, Oct 31: 9 am - 7 pm
Mon, Nov 2: 9 am - 5 pm
Tue, Nov 3: 6 am - 7 pm",33.4148377,-111.8345268,10/28/2020,11/3/2020,"[{'name': 'Voting Information Project', 'official': True}]",THE NILE,105 W MAIN ST,MESA,AZ,85201,,,,
699,222-222@5zb-wvk-7bk,,"Wed, Oct 28: 9 am - 7 pm
Thu, Oct 29: 9 am - 7 pm
Fri, Oct 30: 9 am - 7 pm
Sat, Oct 31: 9 am - 5 pm
Sun, Nov 1: 12 pm - 5 pm
Mon, Nov 2: 9 am - 5 pm
Tue, Nov 3: 6 am - 7 pm",33.6515443,-112.0107974,10/28/2020,11/3/2020,"[{'name': 'Voting Information Project', 'official': True}]",PARADISE VALLEY COMMUNITY COLLEGE,18401 N 32ND ST,PHOENIX,AZ,85032,,,,
700,222-222@5zb-wtk-j5f,,"Tue, Nov 3: 6 am - 7 pm",33.6734528,-112.1159621,11/3/2020,11/3/2020,"[{'name': 'Voting Information Project', 'official': True}]",MVD NORTH PHOENIX,20626 N 26TH AVE,PHOENIX,AZ,85027,,,,
701,@8ts-d3w-92k,Invalid address,"Tue, Nov 3: 6 am - 7 pm",33.2933386,-112.1779973,11/3/2020,11/3/2020,"[{'name': 'Voting Information Project', 'official': True}]",DIST 6 COMMUNITY SERVICE CENTER,5230 W ST JOHNS RD,LAVEEN,AZ,85339,,,,
702,224-222@5zb-xjz-ygk,,"Wed, Oct 28: 9 am - 7 pm
Thu, Oct 29: 9 am - 7 pm
Fri, Oct 30: 9 am - 7 pm
Sat, Oct 31: 9 am - 7 pm
Mon, Nov 2: 9 am - 5 pm
Tue, Nov 3: 6 am - 7 pm",33.5976644,-111.9405117,10/28/2020,11/3/2020,"[{'name': 'Voting Information Project', 'official': True}]",SCOTTSDALE WORSHIP CENTER,6508 E CACTUS RD,SCOTTSDALE,AZ,85254,,,,
703,225-222@5zb-wvp-qvf,,"Mon, Nov 2: 9 am - 5 pm
Tue, Nov 3: 6 am - 7 pm",33.6596321,-112.0130276,11/2/2020,11/3/2020,"[{'name': 'Voting Information Project', 'official': True}]",SHILOH COMMUNITY CHURCH,19021 N 32ND ST,PHOENIX,AZ,85050,,,,
704,222-223@8ts-zxm-vpv,,"Mon, Nov 2: 9 am - 5 pm
Tue, Nov 3: 6 am - 7 pm",33.3032833,-111.9570718,11/2/2020,11/3/2020,"[{'name': 'Voting Information Project', 'official': True}]",MVD CHANDLER,50 S BECK AVE,CHANDLER,AZ,85226,,,,
705,223@8ts-zyh-6rk,,"Wed, Oct 28: 9 am - 7 pm
Thu, Oct 29: 9 am - 7 pm
Fri, Oct 30: 9 am - 7 pm
Sat, Oct 31: 9 am - 7 pm
Mon, Nov 2: 9 am - 5 pm
Tue, Nov 3: 6 am - 7 pm",33.3352647,-111.912344,10/28/2020,11/3/2020,"[{'name': 'Voting Information Project', 'official': True}]",COUNTRYSIDE SPECIALTY SHOPS,1730 E WARNER RD,TEMPE,AZ,85284,,,,
706,227@8ts-zhz-fzz,,"Tue, Oct 27: 9 am - 7 pm
Wed, Oct 28: 9 am - 7 pm
Thu, Oct 29: 9 am - 7 pm
Fri, Oct 30: 9 am - 7 pm
Sat, Oct 31: 9 am - 7 pm
Sun, Nov 1: 12 pm - 5 pm
Mon, Nov 2: 9 am - 5 pm
Tue, Nov 3: 6 am - 7 pm",33.362854,-111.878445,10/7/2020,11/3/2020,"[{'name': 'Voting Information Project', 'official': True}]",DOBSON PALM PLAZA,2051 W GUADALUPE RD,MESA,AZ,85202,,,,
707,zzz-222@5zb-xk9-d7q,,"Tue, Nov 3: 6 am - 7 pm",33.572002,-111.8960304,11/3/2020,11/3/2020,"[{'name': 'Voting Information Project', 'official': True}]",MOUNTAIN VIEW PARK COMM CTR,8625 E MOUNTAIN VIEW RD,SCOTTSDALE,AZ,85258,,,,
708,222@8ts-d78-6kz,,"Mon, Nov 2: 9 am - 5 pm
Tue, Nov 3: 6 am - 7 pm",33.4307372,-112.3598551,11/2/2020,11/3/2020,"[{'name': 'Voting Information Project', 'official': True}]",FLITE GOODYEAR,1300 S LITCHFIELD RD,GOODYEAR,AZ,85338,,,,
709,222-224@5zb-xgk-jd9,,"Mon, Nov 2: 9 am - 5 pm
Tue, Nov 3: 6 am - 7 pm",33.626737,-112.1964578,11/2/2020,11/3/2020,"[{'name': 'Voting Information Project', 'official': True}]",CACTUS HIGH SCHOOL,6330 W GREENWAY RD,GLENDALE,AZ,85306,,,,
710,zzw-222@5zb-xfv-rc5,,"Tue, Oct 27: 9 am - 7 pm
Wed, Oct 28: 9 am - 7 pm
Thu, Oct 29: 9 am - 7 pm
Fri, Oct 30: 9 am - 7 pm
Sat, Oct 31: 9 am - 7 pm
Mon, Nov 2: 9 am - 5 pm
Tue, Nov 3: 6 am - 7 pm",33.5778513,-112.2567168,10/22/2020,11/3/2020,"[{'name': 'Voting Information Project', 'official': True}]",PEORIA POWER CENTER STE 104,10250 N 91ST AVE,PEORIA,AZ,85345,,,,
711,222-223@5zb-xgg-92k,,"Tue, Nov 3: 6 am - 7 pm",33.6132711,-112.2154582,11/3/2020,11/3/2020,"[{'name': 'Voting Information Project', 'official': True}]",SOUTHWEST INDIAN MINISTRY CENTER,14202 N 73RD AVE,PEORIA,AZ,85381,,,,
712,223@5zb-wwx-6c5,,"Tue, Oct 27: 9 am - 7 pm
Wed, Oct 28: 9 am - 7 pm
Thu, Oct 29: 9 am - 7 pm
Fri, Oct 30: 9 am - 7 pm
Sat, Oct 31: 9 am - 7 pm
Sun, Nov 1: 12 pm - 5 pm
Mon, Nov 2: 9 am - 5 pm
Tue, Nov 3: 6 am - 7 pm",33.6393601,-112.1859593,10/22/2020,11/3/2020,"[{'name': 'Voting Information Project', 'official': True}]",GLENDALE MARKET SQUARE,5890 W BELL RD,GLENDALE,AZ,85308,,,,
713,224-222@8ts-zj4-jn5,,"Tue, Oct 27: 9:30 am - 4:30 pm
Wed, Oct 28: 9:30 am - 4:30 pm
Thu, Oct 29: 9:30 am - 4:30 pm
Fri, Oct 30: 9:30 am - 4:30 pm
Sat, Oct 31: 9:30 am - 4:30 pm
Mon, Nov 2: 9:30 am - 4:30 pm
Tue, Nov 3: 6 am - 7 pm",33.3708375,-111.8579764,10/22/2020,11/3/2020,"[{'name': 'Voting Information Project', 'official': True}]",MESA BAPTIST CHURCH,2425 S ALMA SCHOOL RD,MESA,AZ,85210,,,,
714,222-222@5zb-vnf-sdv,,"Fri, Oct 30: 9 am - 7 pm
Sat, Oct 31: 9 am - 4 pm
Mon, Nov 2: 9 am - 5 pm
Tue, Nov 3: 6 am - 7 pm",33.4962516,-112.3587841,10/28/2020,11/3/2020,"[{'name': 'Voting Information Project', 'official': True}]",CHURCH AT LITCHFIELD PARK,300 N OLD LITCHFIELD RD,LITCHFIELD PARK,AZ,85340,,,,
715,223@5zb-vpy-d7q,,"Tue, Oct 27: 9 am - 7 pm
Wed, Oct 28: 9 am - 7 pm
Thu, Oct 29: 9 am - 7 pm
Fri, Oct 30: 9 am - 7 pm
Sat, Oct 31: 9 am - 7 pm
Sun, Nov 1: 12 pm - 5 pm
Mon, Nov 2: 9 am - 5 pm
Tue, Nov 3: 6 am - 7 pm",33.4509356,-112.3945579,10/22/2020,11/3/2020,"[{'name': 'Voting Information Project', 'official': True}]",CANYON TRAILS,380 N ESTRELLA PKWY,GOODYEAR,AZ,85338,,,,
716,222@8ts-zqy-cdv,,"Wed, Oct 28: 9 am - 7 pm
Thu, Oct 29: 9 am - 7 pm
Fri, Oct 30: 9 am - 7 pm
Sat, Oct 31: 9 am - 7 pm
Mon, Nov 2: 9 am - 5 pm
Tue, Nov 3: 6 am - 7 pm",33.4233287,-111.7887146,10/28/2020,11/3/2020,"[{'name': 'Voting Information Project', 'official': True}]",RIVIERA PLAZA SHOPPING CENTER,1950 E UNIVERSITY DR,MESA,AZ,85203,,,,
717,zzw-222@5zb-xk5-6ff,,"Thu, Oct 29: 9 am - 7 pm
Fri, Oct 30: 9 am - 4 pm
Mon, Nov 2: 9 am - 5 pm
Tue, Nov 3: 6 am - 7 pm",33.6089208,-111.9202041,10/29/2020,11/3/2020,"[{'name': 'Voting Information Project', 'official': True}]",THUNDERBIRD ADVENTIST ACADEMY,7410 E SUTTON DR,SCOTTSDALE,AZ,85260,,,,
718,224@5zb-xfv-5s5,,"Wed, Oct 28: 9 am - 7 pm
Thu, Oct 29: 9 am - 7 pm
Fri, Oct 30: 9 am - 7 pm
Sat, Oct 31: 9 am - 7 pm
Mon, Nov 2: 9 am - 5 pm
Tue, Nov 3: 6 am - 7 pm",33.5718636,-112.2893965,10/28/2020,11/3/2020,"[{'name': 'Voting Information Project', 'official': True}]",MOUNTAIN VIEW RECREATION CENTER,9749 N 107TH AVE,SUN CITY,AZ,85351,,,,
719,223@5zb-xfn-pvz,,"Mon, Nov 2: 9 am - 5 pm
Tue, Nov 3: 6 am - 7 pm",33.6063882,-112.2581814,11/2/2020,11/3/2020,"[{'name': 'Voting Information Project', 'official': True}]",GRACE IN THE DESERT ADVENTIST CHURCH,13450 N PLAZA DEL RIO BLVD,PEORIA,AZ,85381,,,,
720,225-223@5zb-xmh-yn5,,"Tue, Nov 3: 6 am - 7 pm",33.6324726,-111.9210425,11/3/2020,11/3/2020,"[{'name': 'Voting Information Project', 'official': True}]",MVD SCOTTSDALE,7339 E PARADISE LN,SCOTTSDALE,AZ,85260,,,,
721,224@8ts-zyn-t35,,"Tue, Oct 27: 9 am - 7 pm
Wed, Oct 28: 9 am - 7 pm
Thu, Oct 29: 9 am - 7 pm
Fri, Oct 30: 9 am - 7 pm
Sat, Oct 31: 9 am - 7 pm
Sun, Nov 1: 12 pm - 5 pm
Mon, Nov 2: 9 am - 5 pm
Tue, Nov 3: 6 am - 7 pm",33.3047757,-111.8983593,10/22/2020,11/3/2020,"[{'name': 'Voting Information Project', 'official': True}]",CHANDLER BOULEVARD SHOPS (NEAR P.F. CHANG'S),3305 W CHANDLER BLVD,CHANDLER,AZ,85226,,,,
722,zzw-226@5zb-xh5-ht9,,"Tue, Oct 27: 9 am - 7 pm
Wed, Oct 28: 9 am - 7 pm
Thu, Oct 29: 9 am - 7 pm
Fri, Oct 30: 9 am - 7 pm
Sat, Oct 31: 9 am - 7 pm
Sun, Nov 1: 12 pm - 5 pm
Mon, Nov 2: 9 am - 5 pm
Tue, Nov 3: 6 am - 7 pm",33.6420995,-112.225533,10/22/2020,11/3/2020,"[{'name': 'Voting Information Project', 'official': True}]",ARROWHEAD TOWNE CENTER #2076 (NEAR FOOD COURT),7700 W ARROWHEAD TOWNE CTR,GLENDALE,AZ,85308,,,,
723,222-222@8ts-zd9-nt9,,"Tue, Nov 3: 6 am - 7 pm",33.3490281,-111.8395387,11/3/2020,11/3/2020,"[{'name': 'Voting Information Project', 'official': True}]",DEPARTMENT OF ECONOMIC SECURITY,125 E ELLIOT RD,CHANDLER,AZ,85225,,,,
724,@8ts-zrs-yn5,Invalid address,"Mon, Nov 2: 9 am - 5 pm
Tue, Nov 3: 6 am - 7 pm",33.4566433,-111.7096976,11/2/2020,11/3/2020,"[{'name': 'Voting Information Project', 'official': True}]",APACHE WELLS HOME OWNERS ASSOC,2237 N 56TH ST,MESA,AZ,85215,,,,
725,222@8ts-zr8-z2k,,"Mon, Nov 2: 9 am - 5 pm
Tue, Nov 3: 6 am - 7 pm",33.4231105,-111.7463979,11/2/2020,11/3/2020,"[{'name': 'Voting Information Project', 'official': True}]",ENVISION COMMUNITY CENTER,3930 E UNIVERSITY DR,MESA,AZ,85205,,,,
726,222@8ts-zd9-fzz,,"Mon, Nov 2: 9 am - 5 pm
Tue, Nov 3: 6 am - 7 pm",33.3430729,-111.8408823,11/2/2020,11/3/2020,"[{'name': 'Voting Information Project', 'official': True}]",PRAISE AND WORSHIP CENTER,2551 N ARIZONA AVE,CHANDLER,AZ,85225,,,,
727,228@5zb-x8p-ckf,,"Mon, Nov 2: 9 am - 5 pm
Tue, Nov 3: 6 am - 7 pm",33.7452118,-112.1096056,11/2/2020,11/3/2020,"[{'name': 'Voting Information Project', 'official': True}]",STANDING STONES COMMUNITY CHURCH,28750 N NORTH VALLEY PKWY,PHOENIX,AZ,85085,,,,
728,222@8ts-zbn-c5z,,"Mon, Nov 2: 9 am - 5 pm
Tue, Nov 3: 6 am - 7 pm",33.3574451,-111.8184288,11/2/2020,11/3/2020,"[{'name': 'Voting Information Project', 'official': True}]",MCQUEEN PARK ACTIVITY CENTER,510 N HORNE ST,GILBERT,AZ,85233,,,,
729,222@5zb-xhz-dqf,,"Tue, Oct 27: 9 am - 7 pm
Wed, Oct 28: 9 am - 7 pm
Thu, Oct 29: 9 am - 7 pm
Fri, Oct 30: 9 am - 7 pm
Sat, Oct 31: 9 am - 7 pm
Mon, Nov 2: 9 am - 5 pm
Tue, Nov 3: 6 am - 7 pm",33.5730745,-112.3252115,10/22/2020,11/3/2020,"[{'name': 'Voting Information Project', 'official': True}]",EL MIRAGE CITY HALL,10000 N EL MIRAGE RD,EL MIRAGE,AZ,85335,,,,
730,222-222@5zb-xgx-xdv,,"Tue, Nov 3: 6 am - 7 pm",33.6655446,-112.2149,11/3/2020,11/3/2020,"[{'name': 'Voting Information Project', 'official': True}]",DOVE OF THE DESERT UNTD METHODIST CHR,7201 W BEARDSLEY RD,GLENDALE,AZ,85308,,,,
731,223@8ts-zcf-s89,,"Tue, Oct 27: 9 am - 7 pm
Wed, Oct 28: 9 am - 7 pm
Thu, Oct 29: 9 am - 7 pm
Fri, Oct 30: 9 am - 7 pm
Sat, Oct 31: 9 am - 7 pm
Sun, Nov 1: 12 pm - 5 pm
Mon, Nov 2: 9 am - 5 pm
Tue, Nov 3: 6 am - 7 pm",33.416204,-111.7402728,10/22/2020,11/3/2020,"[{'name': 'Voting Information Project', 'official': True}]",VILLAGE SQUARE,4210 E MAIN ST,MESA,AZ,85205,,,,
732,223@5zb-vp3-whq,,"Mon, Nov 2: 9 am - 5 pm
Tue, Nov 3: 6 am - 7 pm",33.4599309,-112.4678419,11/2/2020,11/3/2020,"[{'name': 'Voting Information Project', 'official': True}]",LIFEWAY CHURCH,18926 W LATHAM ST,BUCKEYE,AZ,85326,,,,
733,zzw-222@8ts-zdd-cef,,"Tue, Nov 3: 6 am - 7 pm",33.3109776,-111.8576198,11/3/2020,11/3/2020,"[{'name': 'Voting Information Project', 'official': True}]",ISLAMIC CENTER OF THE EAST VALLEY,425 N ALMA SCHOOL RD,CHANDLER,AZ,85224,,,,
734,zzw-222@8ts-zrx-k75,,"Wed, Oct 28: 9 am - 7 pm
Thu, Oct 29: 9 am - 7 pm
Fri, Oct 30: 9 am - 7 pm
Sat, Oct 31: 9 am - 7 pm
Mon, Nov 2: 9 am - 5 pm
Tue, Nov 3: 6 am - 7 pm",33.4550548,-111.6791146,10/28/2020,11/3/2020,"[{'name': 'Voting Information Project', 'official': True}]",MESA COMMUNITY COLLEGE AT RED MTN,7110 E MCKELLIPS RD,MESA,AZ,85207,,,,
735,222@5zb-xm8-k9f,,"Wed, Oct 28: 9 am - 7 pm
Thu, Oct 29: 9 am - 7 pm
Fri, Oct 30: 9 am - 7 pm
Sat, Oct 31: 9 am - 7 pm
Mon, Nov 2: 9 am - 5 pm
Tue, Nov 3: 6 am - 7 pm",33.6438121,-111.8928632,10/28/2020,11/3/2020,"[{'name': 'Voting Information Project', 'official': True}]",VENUE 8600,8600 E ANDERSON DR,SCOTTSDALE,AZ,85255,,,,
736,zzw-223@5zb-x2m-6x5,,"Tue, Oct 27: 9 am - 7 pm
Wed, Oct 28: 9 am - 7 pm
Thu, Oct 29: 9 am - 7 pm
Fri, Oct 30: 9 am - 7 pm
Sat, Oct 31: 9 am - 7 pm
Mon, Nov 2: 9 am - 5 pm
Tue, Nov 3: 6 am - 7 pm",33.7118488,-112.1844515,10/22/2020,11/3/2020,"[{'name': 'Voting Information Project', 'official': True}]",GCC NORTH CHINLE BLDG,5727 W HAPPY VALLEY RD,GLENDALE,AZ,85310,,,,
737,229-222@8ts-zd8-fxq,,"Mon, Nov 2: 9 am - 5 pm
Tue, Nov 3: 6 am - 7 pm",33.3432662,-111.8057272,11/2/2020,11/3/2020,"[{'name': 'Voting Information Project', 'official': True}]",FIRST UNITED METHODIST CHURCH OF GILBERT,331 S COOPER RD,GILBERT,AZ,85233,,,,
738,22h-222@8ts-zb2-vpv,,"Mon, Nov 2: 9 am - 5 pm
Tue, Nov 3: 6 am - 7 pm",33.3521962,-111.7928355,11/2/2020,11/3/2020,"[{'name': 'Voting Information Project', 'official': True}]",GILBERT COMMUNITY CENTER,130 N OAK ST,GILBERT,AZ,85233,,,,
739,222@5zb-vp8-fpv,,"Mon, Nov 2: 9 am - 5 pm
Tue, Nov 3: 6 am - 7 pm",33.4787094,-112.4661213,11/2/2020,11/3/2020,"[{'name': 'Voting Information Project', 'official': True}]",LITCHFIELD SCHOOL DISTRICT SUPPORT SERVICES BLDG A,18921 W THOMAS RD,LITCHFIELD PARK,AZ,85340,,,,
